"strategy_id","asset_key","asset_name","market","symbol","phase","variant_id","side","signal_time","entry_index","exit_index","entry_time","exit_time","entry_price","exit_price","net_units","r_multiple","tp_units","sl_units","cost_units","exit_reason","bars_held","source","tp_mode","sl_mode","size_mode","size_multiplier"
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2022-09-20T09:00:00Z","66178","66195","2022-09-20T09:15:00Z","2022-09-20T13:30:00Z","1.1429","1.1386","40.9999999999997","0.08167330677290777","150","500","2.0","signal","17","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2022-10-20T16:00:00Z","68312","68320","2022-10-20T16:15:00Z","2022-10-20T18:15:00Z","1.12595","1.1218","39.50000000000098","0.07868525896414538","150","500","2.0","signal","8","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2022-12-07T16:30:00Z","71512","71584","2022-12-07T16:45:00Z","2022-12-08T10:45:00Z","1.2174","1.2166","6.000000000001339","0.011952191235062429","150","500","2.0","signal","72","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-01-23T15:45:00Z","74614","74651","2023-01-23T16:00:00Z","2023-01-24T01:15:00Z","1.23715","1.2384","10.499999999999734","0.02091633466135405","150","500","2.0","signal","37","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-02-21T08:30:00Z","76583","76588","2023-02-21T08:45:00Z","2023-02-21T10:00:00Z","1.2024","1.2091","65.0000000000015","0.1294820717131504","150","500","2.0","signal","5","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-04-06T08:30:00Z","79628","79647","2023-04-06T08:45:00Z","2023-04-06T13:30:00Z","1.246","1.2425","33.00000000000058","0.06573705179282985","150","500","2.0","signal","19","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-04-18T13:15:00Z","80381","80438","2023-04-18T13:30:00Z","2023-04-19T03:45:00Z","1.2422","1.2417","2.9999999999994493","0.005976095617528783","150","500","2.0","signal","57","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-04-19T12:15:00Z","80473","80476","2023-04-19T12:30:00Z","2023-04-19T13:15:00Z","1.24235","1.2436","10.499999999999734","0.02091633466135405","150","500","2.0","signal","3","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-05-03T12:45:00Z","81435","81771","2023-05-03T13:00:00Z","2023-05-09T01:00:00Z","1.2498","1.26095","-113.49999999999993","-0.22609561752988033","150","500","2.0","signal","336","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-05-09T14:15:00Z","81825","81844","2023-05-09T14:30:00Z","2023-05-09T19:15:00Z","1.26095","1.2622","10.499999999999734","0.02091633466135405","150","500","2.0","signal","19","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-05-22T09:15:00Z","82669","82673","2023-05-22T09:30:00Z","2023-05-22T10:30:00Z","1.2448","1.2464","14.000000000000458","0.027888446215140354","150","500","2.0","signal","4","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-05-26T13:15:00Z","83069","83075","2023-05-26T13:30:00Z","2023-05-26T15:00:00Z","1.2361","1.2332","26.999999999999027","0.05378486055776698","150","500","2.0","signal","6","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-06-26T15:45:00Z","85094","85150","2023-06-26T16:00:00Z","2023-06-27T06:00:00Z","1.2721","1.2729","5.999999999999119","0.011952191235058005","150","500","2.0","signal","56","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-07-05T14:30:00Z","85761","85802","2023-07-05T14:45:00Z","2023-07-06T01:00:00Z","1.2706","1.2697","6.999999999999009","0.013944223107567747","150","500","2.0","signal","41","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","long","2023-08-09T13:15:00Z","88149","88227","2023-08-09T13:30:00Z","2023-08-10T09:00:00Z","1.2746","1.2757","9.000000000001009","0.01792828685259165","150","500","2.0","signal","78","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-08-15T11:00:00Z","88524","88587","2023-08-15T11:15:00Z","2023-08-16T03:00:00Z","1.2701","1.2696","2.9999999999994493","0.005976095617528783","150","500","2.0","signal","63","live_realistic_holdout_2022_to_present","custom","custom","auto",
"gbp_usd_mean_reversion","gbp_usd","GBP/USD","forex","GBPUSD","mean_reversion","","short","2023-08-29T08:45:00Z","89475","89486","2023-08-29T09:00:00Z","2023-08-29T11:45:00Z","1.2612","1.2588","22.000000000001798","0.04382470119522271","150","500","2.0","signal","11","live_realistic_holdout_2022_to_present","custom","custom","auto",
