time,open,high,low,close
1275868800,120.921875,121.015625,120.890625,120.984375
1275869700,120.984375,121.03125,120.953125,120.96875
1275870600,120.96875,121.078125,120.96875,121.0625
1275871500,121.0625,121.0625,120.9375,120.953125
1275872400,120.9375,120.984375,120.890625,120.953125
1275873300,120.953125,120.96875,120.90625,120.96875
1275874200,120.96875,120.984375,120.9375,120.96875
1275875100,120.96875,121.015625,120.953125,121.015625
1275876000,121.015625,121.046875,121.0,121.0
1275876900,121.0,121.015625,120.984375,121.0
1275877800,121.0,121.015625,120.9375,120.9375
1275878700,120.953125,120.96875,120.9375,120.953125
1275879600,120.953125,120.984375,120.953125,120.953125
1275880500,120.953125,120.984375,120.953125,120.96875
1275881400,120.96875,120.984375,120.953125,120.984375
1275882300,120.96875,120.984375,120.9375,120.96875
1275883200,120.953125,120.96875,120.953125,120.953125
1275884100,120.953125,120.953125,120.921875,120.921875
1275885000,120.921875,120.921875,120.859375,120.890625
1275885900,120.890625,120.921875,120.875,120.875
1275886800,120.875,120.890625,120.84375,120.859375
1275887700,120.859375,120.9375,120.84375,120.90625
1275888600,120.90625,120.9375,120.890625,120.921875
1275889500,120.921875,120.9375,120.875,120.921875
1275890400,120.921875,120.9375,120.859375,120.890625
1275891300,120.90625,120.953125,120.875,120.890625
1275892200,120.890625,120.90625,120.828125,120.84375
1275893100,120.84375,120.859375,120.765625,120.796875
1275894000,120.78125,120.828125,120.703125,120.8125
1275894900,120.8125,120.84375,120.75,120.796875
1275895800,120.796875,120.859375,120.765625,120.84375
1275896700,120.84375,120.875,120.78125,120.796875
1275897600,120.8125,120.84375,120.78125,120.796875
1275898500,120.796875,120.8125,120.734375,120.796875
1275899400,120.796875,120.8125,120.671875,120.703125
1275900300,120.703125,120.71875,120.5625,120.609375
1275901200,120.609375,120.703125,120.59375,120.671875
1275902100,120.671875,120.671875,120.625,120.671875
1275903000,120.671875,120.671875,120.59375,120.640625
1275903900,120.640625,120.65625,120.515625,120.546875
1275904800,120.546875,120.59375,120.53125,120.578125
1275905700,120.578125,120.625,120.53125,120.609375
1275906600,120.609375,120.65625,120.59375,120.640625
1275907500,120.625,120.6875,120.609375,120.609375
1275908400,120.609375,120.609375,120.546875,120.59375
1275909300,120.59375,120.59375,120.5,120.515625
1275910200,120.515625,120.5625,120.453125,120.515625
1275911100,120.53125,120.65625,120.53125,120.59375
1275912000,120.59375,120.65625,120.5625,120.59375
1275912900,120.59375,120.609375,120.453125,120.5
1275913800,120.515625,120.546875,120.421875,120.484375
1275914700,120.484375,120.59375,120.453125,120.5625
1275915600,120.5625,120.6875,120.515625,120.6875
1275916500,120.6875,120.734375,120.640625,120.65625
1275917400,120.65625,120.859375,120.640625,120.859375
1275918300,120.859375,120.875,120.703125,120.734375
1275919200,120.71875,120.765625,120.609375,120.640625
1275920100,120.640625,120.703125,120.625,120.65625
1275921000,120.65625,120.765625,120.65625,120.75
1275921900,120.75,120.875,120.703125,120.84375
1275922800,120.859375,120.859375,120.75,120.796875
1275923700,120.796875,120.8125,120.671875,120.71875
1275924600,120.71875,120.734375,120.609375,120.625
1275925500,120.609375,120.734375,120.609375,120.671875
1275926400,120.6875,120.71875,120.640625,120.6875
1275927300,120.6875,120.78125,120.6875,120.765625
1275928200,120.765625,120.765625,120.703125,120.71875
1275929100,120.71875,120.75,120.640625,120.671875
1275930000,120.6875,120.765625,120.6875,120.734375
1275930900,120.734375,120.734375,120.609375,120.609375
1275931800,120.609375,120.6875,120.578125,120.6875
1275932700,120.6875,120.75,120.65625,120.671875
1275933600,120.671875,120.78125,120.671875,120.765625
1275934500,120.765625,120.875,120.75,120.796875
1275935400,120.8125,120.90625,120.796875,120.890625
1275936300,120.90625,120.953125,120.828125,120.84375
1275937200,120.859375,120.875,120.78125,120.84375
1275938100,120.828125,121.03125,120.828125,121.015625
1275939000,121.03125,121.125,120.953125,121.09375
1275939900,121.109375,121.15625,121.0625,121.140625
1275940800,121.15625,121.171875,121.09375,121.109375
1275941700,121.125,121.171875,121.09375,121.15625
1275942600,121.171875,121.234375,121.140625,121.140625
1275943500,121.140625,121.15625,121.140625,121.140625
1275949800,121.15625,121.15625,121.03125,121.046875
1275950700,121.046875,121.078125,121.046875,121.078125
1275951600,121.078125,121.09375,121.0625,121.0625
1275952500,121.0625,121.078125,121.015625,121.015625
1275953400,121.015625,121.046875,120.984375,120.984375
1275954300,121.0,121.03125,120.96875,121.03125
