status,failed_checks,base_strategy_id,base_asset_key,target_asset_key,target_symbol,phase,direction,invert_signal,rr,execution_timeframe,one_minute_refined_trades,source_best_pf,source_best_trades,source_best_total_r,pf,trades,win_rate_pct,total_r,avg_r,max_drawdown_r,min_half_pf,min_quarter_pf,rolling20_pf_p25,bootstrap_pf_p05,block_bootstrap_pf_p05,annual_windows,annual_pass_rate,worst_annual_pf,min_planned_rr,exit_reasons,variant_id
qualified_watch,"half_pf_gt_1,quarter_pf_gt_1,annual_walk_forward_pass_rate_ge_60pct",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,us_treasury_10y_note_futures,ZN,competition_session_edge,best,True,4,1m,49,2.165646,49,8.207730,2.165646,49,61.224490,8.207730,0.167505,3.356935,0.831074,0.712029,1.003297,1.251174,0.940935,4,0.500000,0.734627,3.497309,sl:4;time_exit:45,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
qualified_watch,"half_pf_gt_1,quarter_pf_gt_1,annual_walk_forward_pass_rate_ge_60pct",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,us_treasury_10y_note_futures,ZN,competition_session_edge,best,True,5,1m,49,2.165646,49,8.207730,2.165646,49,61.224490,8.207730,0.167505,3.356935,0.831074,0.712029,1.003297,1.218657,0.953042,4,0.500000,0.734627,4.371637,sl:4;time_exit:45,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
qualified_watch,"execution_tf_1m_all_trades,half_pf_gt_1,quarter_pf_gt_1,rolling20_pf_p25_gt_1,block_bootstrap_p05_gt_0_9,annual_walk_forward_pass_rate_ge_60pct",competition_eur_cad_london_first30_last30_momentum_month_8_c5f12647,eur_cad,micro_ether_futures,MET,competition_session_edge,best,False,4,,36,2.089483,39,11.450808,2.137141,39,48.717949,12.241737,0.313891,6.000046,0.418986,0.102237,0.707039,1.051666,0.783572,2,0.500000,0.203071,3.897139,sl:12;sl_gap:5;time_exit:20;tp:2,competition_session_edge|family=london_first30_last30_momentum_month_8|direction=same|entry=930|exit=945|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=8|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
qualified_watch,execution_tf_1m_all_trades,competition_eur_cad_london_first30_last30_momentum_month_8_c5f12647,eur_cad,micro_bitcoin_futures,MBT,competition_session_edge,best,False,3,,53,2.032219,58,18.906985,2.122262,58,46.551724,17.650731,0.304323,3.676902,1.858518,1.082291,1.257853,1.179134,1.240085,4,1.000000,1.291103,2.906317,sl:24;sl_gap:1;time_exit:28;tp:5,competition_session_edge|family=london_first30_last30_momentum_month_8|direction=same|entry=930|exit=945|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=8|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
qualified_watch,execution_tf_1m_all_trades,competition_eur_chf_ny_open_gap_fade_month_9_5044d21c,eur_chf,micro_ether_futures,MET,competition_session_edge,best,True,5,,40,1.754756,49,10.979029,2.083390,49,48.979592,25.934333,0.529272,5.590879,2.075002,1.325702,1.769790,1.216983,1.152376,3,1.000000,1.835237,4.718729,sl:17;sl_gap:6;time_exit:22;tp:3;tp_gap:1,competition_session_edge|family=ny_open_gap_fade_month_9|direction=fade|entry=570|exit=660|min_gap_atr=0.25|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
qualified_watch,"execution_tf_1m_all_trades,simple_bootstrap_p05_gt_1",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,australian_dollar_futures,6A,competition_session_edge,best,False,3,,52,2.310101,53,10.590692,2.075763,53,58.490566,8.696333,0.164082,1.430029,1.606601,1.285758,1.717804,0.979330,1.160649,4,1.000000,1.493472,2.649301,sl:4;time_exit:47;tp:2,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
qualified_watch,execution_tf_1m_all_trades,competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,australian_dollar_futures,6A,competition_session_edge,best,False,4,,69,1.861039,72,9.066612,2.049367,72,58.333333,11.928302,0.165671,1.581024,1.925944,1.391867,1.416851,1.180485,1.369459,4,0.750000,0.990115,3.559153,sl:5;time_exit:67,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
qualified_watch,execution_tf_1m_all_trades,competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,australian_dollar_futures,6A,competition_session_edge,best,False,5,,69,1.861039,72,9.066612,2.049367,72,58.333333,11.928302,0.165671,1.581024,1.925944,1.391867,1.416851,1.231533,1.354971,4,0.750000,0.990115,4.448941,sl:5;time_exit:67,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
qualified_watch,"execution_tf_1m_all_trades,half_pf_gt_1,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9,annual_walk_forward_pass_rate_ge_60pct",competition_eur_cad_london_first30_last30_momentum_month_8_c5f12647,eur_cad,micro_ether_futures,MET,competition_session_edge,best,False,3,,36,2.089483,39,11.450808,2.016285,39,48.717949,10.940676,0.280530,6.000046,0.418986,0.102237,0.808136,0.963139,0.656300,2,0.500000,0.203071,2.922854,sl:12;sl_gap:5;time_exit:19;tp:3,competition_session_edge|family=london_first30_last30_momentum_month_8|direction=same|entry=930|exit=945|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=8|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
qualified_watch,"quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,euro_futures,6E,competition_session_edge,best,False,5,1m,45,2.016249,45,6.547302,2.016249,45,57.777778,6.547302,0.145496,2.957816,1.322374,0.294185,0.967288,0.856096,0.731263,4,0.750000,0.501218,4.667870,sl:2;time_exit:42;tp:1,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
qualified_watch,execution_tf_1m_all_trades,competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,australian_dollar_futures,6A,competition_session_edge,best,False,3,,69,1.861039,72,9.066612,2.009513,72,58.333333,11.475277,0.159379,1.581024,1.925944,1.391867,1.386745,1.144586,1.339396,4,0.750000,0.990115,2.669365,sl:5;time_exit:66;tp:1,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
qualified_watch,"execution_tf_1m_all_trades,half_pf_gt_1,quarter_pf_gt_1,rolling20_pf_p25_gt_1,block_bootstrap_p05_gt_0_9,annual_walk_forward_pass_rate_ge_60pct",competition_eur_cad_london_first30_last30_momentum_month_8_c5f12647,eur_cad,micro_ether_futures,MET,competition_session_edge,best,False,5,,36,2.089483,39,11.450808,2.003612,39,48.717949,10.804243,0.277032,6.000046,0.418986,0.102237,0.707039,1.018338,0.640661,2,0.500000,0.203071,4.871423,sl:12;sl_gap:5;time_exit:22,competition_session_edge|family=london_first30_last30_momentum_month_8|direction=same|entry=930|exit=945|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=8|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,overall_pf_gt_min,competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,gold_futures,GC,competition_session_edge,best,False,3,1m,90,2.096973,90,21.519755,1.991016,90,54.444444,33.273891,0.369710,5.429445,1.796041,1.598920,1.674006,1.334293,1.390631,5,1.000000,1.749885,2.925815,sl:24;sl_gap:7;time_exit:47;tp:5;tp_gap:7,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,overall_pf_gt_min,competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,us_treasury_2y_note_futures,ZT,competition_session_edge,best,True,4,1m,127,2.005614,127,34.255710,1.989291,127,43.307087,61.310782,0.482762,8.696131,1.858004,1.766145,1.378437,1.440903,1.474508,5,1.000000,1.448882,3.306042,sl:42;sl_gap:18;time_exit:51;tp:14;tp_gap:2,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,quarter_pf_gt_1",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,crude_oil_futures,CL,competition_session_edge,best,True,3,1m,57,1.987502,57,7.527594,1.987502,57,54.385965,7.527594,0.132063,1.813635,1.764421,0.907890,1.285316,1.120843,1.099312,4,1.000000,1.208896,2.915465,time_exit:57,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,quarter_pf_gt_1",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,crude_oil_futures,CL,competition_session_edge,best,True,4,1m,57,1.987502,57,7.527594,1.987502,57,54.385965,7.527594,0.132063,1.813635,1.764421,0.907890,1.285316,1.121856,1.098717,4,1.000000,1.208896,3.887287,time_exit:57,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,quarter_pf_gt_1",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,crude_oil_futures,CL,competition_session_edge,best,True,5,1m,57,1.987502,57,7.527594,1.987502,57,54.385965,7.527594,0.132063,1.813635,1.764421,0.907890,1.285316,1.063842,1.089911,4,1.000000,1.208896,4.859108,time_exit:57,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,euro_futures,6E,competition_session_edge,best,False,4,1m,42,1.961938,42,6.025688,1.961938,42,64.285714,6.025688,0.143469,0.978966,1.455236,0.996526,1.521704,0.861139,1.076754,4,1.000000,1.100522,3.737535,sl:4;time_exit:38,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,euro_futures,6E,competition_session_edge,best,False,5,1m,42,1.961938,42,6.025688,1.961938,42,64.285714,6.025688,0.143469,0.978966,1.455236,0.996526,1.521704,0.873856,1.099578,4,1.000000,1.100522,4.671919,sl:4;time_exit:38,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,copper_futures,HG,competition_session_edge,best,False,5,,55,1.959803,57,7.329376,1.959803,57,47.368421,7.329376,0.128586,3.494728,1.722054,0.480941,1.263554,0.849486,0.792617,4,0.750000,0.478458,4.867656,sl:1;time_exit:55;tp:1,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,euro_futures,6E,competition_session_edge,best,False,3,1m,42,1.961938,42,6.025688,1.949754,42,64.285714,5.949362,0.141651,0.978966,1.455236,0.996526,1.521704,0.878171,1.100170,4,1.000000,1.100522,2.803152,sl:4;time_exit:37;tp:1,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,overall_pf_gt_min,competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,silver_futures,SI,competition_session_edge,best,False,3,1m,59,1.859106,59,6.863691,1.941912,59,54.237288,7.630652,0.129333,2.127358,1.581866,1.220302,1.906698,1.124962,1.138100,5,0.800000,0.692500,2.830757,sl:2;time_exit:57,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,overall_pf_gt_min,competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,silver_futures,SI,competition_session_edge,best,False,4,1m,59,1.859106,59,6.863691,1.941912,59,54.237288,7.630652,0.129333,2.127358,1.581866,1.220302,1.906698,1.103778,1.144317,5,0.800000,0.692500,3.774342,sl:2;time_exit:57,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,overall_pf_gt_min,competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,silver_futures,SI,competition_session_edge,best,False,5,1m,59,1.859106,59,6.863691,1.941912,59,54.237288,7.630652,0.129333,2.127358,1.581866,1.220302,1.906698,1.134404,1.097070,5,0.800000,0.692500,4.717928,sl:2;time_exit:57,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,half_pf_gt_1,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,australian_dollar_futures,6A,competition_session_edge,best,False,3,,41,1.923781,42,4.764546,1.923781,42,57.142857,4.764546,0.113442,2.870683,0.988930,0.346967,0.762832,0.951451,0.817749,4,0.750000,0.160518,2.623620,sl:1;time_exit:41,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,half_pf_gt_1,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,australian_dollar_futures,6A,competition_session_edge,best,False,4,,41,1.923781,42,4.764546,1.923781,42,57.142857,4.764546,0.113442,2.870683,0.988930,0.346967,0.762832,0.952179,0.808424,4,0.750000,0.160518,3.498160,sl:1;time_exit:41,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,half_pf_gt_1,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,australian_dollar_futures,6A,competition_session_edge,best,False,5,,41,1.923781,42,4.764546,1.923781,42,57.142857,4.764546,0.113442,2.870683,0.988930,0.346967,0.762832,0.971965,0.808197,4,0.750000,0.160518,4.372700,sl:1;time_exit:41,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,quarter_pf_gt_1",competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,new_zealand_dollar_futures,6N,competition_session_edge,best,False,3,,60,2.296276,65,9.514015,1.917528,65,55.384615,8.580964,0.132015,2.882243,1.757171,0.858912,1.048213,1.053169,1.036878,4,0.750000,0.787549,2.836795,sl:2;sl_gap:1;time_exit:62,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,quarter_pf_gt_1",competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,new_zealand_dollar_futures,6N,competition_session_edge,best,False,4,,60,2.296276,65,9.514015,1.917528,65,55.384615,8.580964,0.132015,2.882243,1.757171,0.858912,1.048213,1.131618,1.071073,4,0.750000,0.787549,3.782393,sl:2;sl_gap:1;time_exit:62,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,quarter_pf_gt_1",competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,new_zealand_dollar_futures,6N,competition_session_edge,best,False,5,,60,2.296276,65,9.514015,1.917528,65,55.384615,8.580964,0.132015,2.882243,1.757171,0.858912,1.048213,1.109223,1.045041,4,0.750000,0.787549,4.727991,sl:2;sl_gap:1;time_exit:62,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"execution_tf_1m_all_trades,overall_pf_gt_min",competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,australian_dollar_futures,6A,competition_session_edge,best,False,3,,68,1.886935,71,8.595147,1.904560,71,56.338028,9.920796,0.139730,3.231478,1.806792,1.041091,1.255110,1.086001,1.198531,4,1.000000,1.085421,2.635079,sl:4;time_exit:67,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"execution_tf_1m_all_trades,overall_pf_gt_min",competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,australian_dollar_futures,6A,competition_session_edge,best,False,4,,68,1.886935,71,8.595147,1.904560,71,56.338028,9.920796,0.139730,3.231478,1.806792,1.041091,1.255110,1.085977,1.258267,4,1.000000,1.085421,3.513438,sl:4;time_exit:67,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"execution_tf_1m_all_trades,overall_pf_gt_min",competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,australian_dollar_futures,6A,competition_session_edge,best,False,5,,68,1.886935,71,8.595147,1.904560,71,56.338028,9.920796,0.139730,3.231478,1.806792,1.041091,1.255110,1.038534,1.231000,4,1.000000,1.085421,4.391798,sl:4;time_exit:67,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,new_zealand_dollar_futures,6N,competition_session_edge,best,False,5,,54,1.895838,55,8.156437,1.895838,55,60.000000,8.156437,0.148299,1.943362,1.746252,0.806491,1.383429,0.898189,1.045417,4,0.750000,0.946965,4.692554,sl:4;sl_gap:1;time_exit:49;tp:1,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"execution_tf_1m_all_trades,overall_pf_gt_min",competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,copper_futures,HG,competition_session_edge,best,False,3,,76,2.383439,80,10.789932,1.888299,80,55.000000,8.962734,0.112034,2.056923,1.438345,1.380950,1.284705,1.204592,1.068948,5,1.000000,1.073484,2.895264,sl:3;time_exit:77,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"execution_tf_1m_all_trades,overall_pf_gt_min",competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,copper_futures,HG,competition_session_edge,best,False,4,,76,2.383439,80,10.789932,1.888299,80,55.000000,8.962734,0.112034,2.056923,1.438345,1.380950,1.284705,1.167090,1.093387,5,1.000000,1.073484,3.860351,sl:3;time_exit:77,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"execution_tf_1m_all_trades,overall_pf_gt_min",competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,copper_futures,HG,competition_session_edge,best,False,5,,76,2.383439,80,10.789932,1.888299,80,55.000000,8.962734,0.112034,2.056923,1.438345,1.380950,1.284705,1.236969,1.075747,5,1.000000,1.073484,4.825439,sl:3;time_exit:77,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,overall_pf_gt_min,competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,us_treasury_10y_note_futures,ZN,competition_session_edge,best,True,5,1m,123,1.711053,123,24.120817,1.888279,123,43.902439,51.232901,0.416528,11.485624,1.799310,1.667170,1.438349,1.323448,1.179550,5,0.800000,0.796292,4.027359,sl:41;sl_gap:14;time_exit:61;tp:5;tp_gap:2,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"execution_tf_1m_all_trades,overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,micro_ether_futures,MET,competition_session_edge,best,True,4,,31,2.410703,37,10.024539,1.875486,37,56.756757,10.099419,0.272957,2.984651,1.079319,0.986721,1.168138,0.958963,0.995898,4,0.750000,0.923614,3.798953,sl:6;sl_gap:3;time_exit:27;tp:1,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,euro_futures,6E,competition_session_edge,best,False,4,1m,45,2.016249,45,6.547302,1.871343,45,57.777778,5.613728,0.124750,2.957816,1.322374,0.294185,0.967288,0.828824,0.755309,4,0.750000,0.501218,3.734296,sl:2;time_exit:42;tp:1,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,overall_pf_gt_min,competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,us_treasury_10y_note_futures,ZN,competition_session_edge,best,True,4,1m,123,1.711053,123,24.120817,1.869806,123,43.902439,50.167411,0.407865,11.485624,1.805075,1.569454,1.416248,1.333294,1.225206,5,0.800000,0.796292,3.221887,sl:41;sl_gap:14;time_exit:56;tp:10;tp_gap:2,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
