status,failed_checks,base_strategy_id,base_asset_key,target_asset_key,target_symbol,phase,direction,invert_signal,rr,execution_timeframe,one_minute_refined_trades,source_best_pf,source_best_trades,source_best_total_r,pf,trades,win_rate_pct,total_r,avg_r,max_drawdown_r,min_half_pf,min_quarter_pf,rolling20_pf_p25,bootstrap_pf_p05,block_bootstrap_pf_p05,annual_windows,annual_pass_rate,worst_annual_pf,min_planned_rr,exit_reasons,variant_id
reject,"overall_pf_gt_min,simple_bootstrap_p05_gt_1",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,silver_futures,SI,competition_session_edge,direct,False,4,1m,59,1.444641,59,4.076015,1.444641,59,49.152542,4.076015,0.069085,2.132932,1.069258,1.015320,1.452392,0.811158,1.069697,4,0.750000,0.757653,3.843574,sl:4;time_exit:55,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,simple_bootstrap_p05_gt_1",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,silver_futures,SI,competition_session_edge,direct,False,5,1m,59,1.444641,59,4.076015,1.444641,59,49.152542,4.076015,0.069085,2.132932,1.069258,1.015320,1.452392,0.816218,1.119424,4,0.750000,0.757653,4.804467,sl:4;time_exit:55,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,planned_rr_gt_2,simple_bootstrap_p05_gt_1",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,silver_futures,SI,competition_session_edge,direct,False,2,1m,59,1.444641,59,4.076015,1.444641,59,49.152542,4.076015,0.069085,2.132932,1.069258,1.015320,1.452392,0.806645,1.045269,4,0.750000,0.757653,1.921787,sl:4;time_exit:55,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,simple_bootstrap_p05_gt_1",competition_aud_usd_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_660_ming_5c432e4e,aud_usd,silver_futures,SI,competition_session_edge,direct,False,2.5,1m,59,1.444641,59,4.076015,1.444641,59,49.152542,4.076015,0.069085,2.132932,1.069258,1.015320,1.452392,0.811331,1.076245,4,0.750000,0.757653,2.375763,sl:4;time_exit:55,competition_session_edge|family=us_first30_last30_reversal_signalmonth_month_10|direction=opposite|entry=930|exit=945|min_signal_atr=0.75|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_chf_daily_tsmom_next_rth_signalmonth_direction_momentum_entryminute_570_exitminute_945_391afa4a,eur_chf,copper_futures,HG,competition_session_edge,direct,False,4,1m,71,1.314806,75,9.257015,1.442423,71,28.169014,22.639103,0.318861,13.048881,1.375507,0.755186,0.910752,0.858431,0.835245,5,0.600000,0.603685,3.743600,sl:51;time_exit:4;tp:16,competition_session_edge|family=daily_tsmom_next_rth_signalmonth|direction=momentum|entry=570|exit=945|lookback=5|signal_month=2|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_weekday_side_0_short_xasset_rr_5_3aca24b7,aud_usd,british_pound_futures,6B,competition_session_edge,direct,False,5,1m,109,1.422833,105,28.171902,1.440676,109,35.779817,30.660911,0.281293,10.839759,1.330949,0.728782,0.907358,0.994899,1.033290,5,0.800000,0.949520,4.334101,sl:60;sl_gap:9;time_exit:30;tp:10,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1,annual_walk_forward_pass_rate_ge_60pct",competition_aud_usd_london_first30_ny_open_momentum_weekday_side_0_short_xasset_rr_5_3aca24b7,aud_usd,russell_2000_futures,RTY,competition_session_edge,direct,False,3,1m,95,1.530828,92,36.099193,1.438390,95,33.684211,27.636889,0.290915,11.008331,1.359416,0.631913,1.002069,0.980412,1.013241,5,0.400000,0.380242,2.893732,sl:60;sl_gap:3;time_exit:3;tp:29,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,half_pf_gt_1,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_signalweekdayside_xasset_rr_4_0208edb7,aud_usd,dow_jones_futures,YM,competition_session_edge,direct,False,5,1m,87,1.446839,86,27.665973,1.434137,87,24.137931,28.618097,0.328944,11.953913,0.825648,0.787560,0.891026,0.858975,0.918342,5,0.600000,0.751396,4.777802,sl:66;time_exit:4;tp:17,competition_session_edge|family=london_first30_ny_open_momentum_signalweekdayside|direction=same|entry=480|exit=570|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_chf_daily_tsmom_next_rth_signalmonth_direction_momentum_entryminute_570_exitminute_945_391afa4a,eur_chf,copper_futures,HG,competition_session_edge,direct,False,5,1m,71,1.314806,75,9.257015,1.428167,71,26.760563,22.337634,0.314615,13.048881,1.363127,0.898145,0.884906,0.842174,0.838439,5,0.600000,0.696378,4.679500,sl:52;time_exit:8;tp:11,competition_session_edge|family=daily_tsmom_next_rth_signalmonth|direction=momentum|entry=570|exit=945|lookback=5|signal_month=2|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,planned_rr_gt_2,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_cad_us_first30_midday_momentum_month_10_8e114485,eur_cad,swiss_franc_futures,6S,competition_session_edge,direct,False,2,1m,60,1.715061,60,10.541262,1.421815,60,53.333333,8.936636,0.148944,5.366885,1.128552,0.617642,0.821726,0.856054,0.846986,4,0.750000,0.575778,1.939800,sl:15;sl_gap:3;time_exit:35;tp:7,competition_session_edge|family=us_first30_midday_momentum_month_10|direction=same|entry=720|exit=780|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_chf_ny_open_gap_fade_month_9_5044d21c,eur_chf,us_treasury_2y_note_futures,ZT,competition_session_edge,opposite,True,3,1m,56,1.557578,57,10.240515,1.421314,56,37.500000,14.067739,0.251210,8.598653,1.147459,0.663549,0.888652,0.848657,0.788087,4,0.750000,0.728568,2.532992,sl:31;sl_gap:3;time_exit:11;tp:10;tp_gap:1,competition_session_edge|family=ny_open_gap_fade_month_9|direction=fade|entry=570|exit=660|min_gap_atr=0.25|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_cad_us_first30_midday_momentum_month_10_8e114485,eur_cad,swiss_franc_futures,6S,competition_session_edge,direct,False,3,1m,60,1.715061,60,10.541262,1.421090,60,53.333333,8.921275,0.148688,5.366885,1.138423,0.603341,0.851979,0.815614,0.829384,4,0.750000,0.559878,2.909699,sl:15;sl_gap:3;time_exit:41;tp:1,competition_session_edge|family=us_first30_midday_momentum_month_10|direction=same|entry=720|exit=780|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,planned_rr_gt_2,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_signalweekdayside_xasset_rr_4_0208edb7,aud_usd,natural_gas_futures,NG,competition_session_edge,opposite,True,2,1m,94,1.579730,94,38.064201,1.419481,94,41.489362,23.026565,0.244963,7.901887,1.252039,1.031012,1.104002,0.989099,1.092842,5,0.800000,0.954323,1.830649,sl:55;tp:39,competition_session_edge|family=london_first30_ny_open_momentum_signalweekdayside|direction=same|entry=480|exit=570|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_weekday_side_0_short_xasset_rr_5_3aca24b7,aud_usd,british_pound_futures,6B,competition_session_edge,direct,False,2.5,1m,109,1.422833,105,28.171902,1.415015,109,39.449541,27.385573,0.251244,6.965840,1.205480,0.859276,1.103726,0.981712,1.085531,5,0.800000,0.963129,2.022581,sl:57;sl_gap:9;time_exit:8;tp:34;tp_gap:1,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,british_pound_futures,6B,competition_session_edge,opposite,True,2.5,1m,109,1.415411,114,13.679276,1.413274,109,50.458716,18.915123,0.173533,7.174219,1.252344,0.940016,0.927809,0.971328,0.925770,5,0.600000,0.878594,2.279068,sl:31;sl_gap:10;time_exit:55;tp:8;tp_gap:5,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_weekday_side_0_short_xasset_rr_5_3aca24b7,aud_usd,british_pound_futures,6B,competition_session_edge,direct,False,4,1m,109,1.422833,105,28.171902,1.412443,109,36.697248,28.253412,0.259206,8.477384,1.229144,0.751301,1.095542,0.968644,1.033748,5,1.000000,1.209923,3.467281,sl:59;sl_gap:9;time_exit:28;tp:13,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,planned_rr_gt_2,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_month_4_6674a830,aud_usd,canadian_dollar_futures,6C,competition_session_edge,direct,False,2,1m,95,1.315876,97,11.557794,1.410209,95,41.052632,22.753284,0.239508,13.907956,1.358742,0.520498,0.860982,0.945428,0.924160,5,0.800000,0.371893,1.731660,sl:51;sl_gap:5;tp:34;tp_gap:5,competition_session_edge|family=london_first30_ny_open_momentum_month_4|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=4|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9,annual_walk_forward_pass_rate_ge_60pct",competition_aud_usd_us_first30_last30_momentum_month_9_xasset_rr_5_629d8cc5,aud_usd,gold_futures,GC,competition_session_edge,direct,False,2.5,1m,51,1.717661,51,7.156955,1.409298,51,54.901961,4.081768,0.080035,3.300080,1.132076,0.769694,0.974918,0.696073,0.720205,4,0.500000,0.660906,2.417580,sl:4;time_exit:45;tp:2,competition_session_edge|family=us_first30_last30_momentum_month_9|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_cad_us_first30_midday_momentum_month_10_8e114485,eur_cad,swiss_franc_futures,6S,competition_session_edge,direct,False,2.5,1m,60,1.715061,60,10.541262,1.405853,60,53.333333,8.598461,0.143308,5.366885,1.098751,0.603341,0.810987,0.840626,0.837211,4,0.750000,0.559878,2.414545,sl:15;sl_gap:3;time_exit:40;tp:2,competition_session_edge|family=us_first30_midday_momentum_month_10|direction=same|entry=720|exit=780|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,planned_rr_gt_2",competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,us_treasury_2y_note_futures,ZT,competition_session_edge,opposite,True,2,1m,124,2.005614,127,34.255710,1.404282,124,43.548387,25.388025,0.204742,8.696131,1.232513,1.079990,1.051462,1.008270,1.068312,5,0.800000,0.873531,1.653021,sl:42;sl_gap:19;time_exit:26;tp:29;tp_gap:8,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_weekday_side_0_short_xasset_rr_5_3aca24b7,aud_usd,natural_gas_futures,NG,competition_session_edge,opposite,True,2.5,1m,93,1.333989,98,24.752269,1.398813,93,36.559140,23.556088,0.253291,15.637601,1.358037,0.524020,1.334574,0.975621,0.952323,5,0.800000,0.000000,2.318612,sl:58;sl_gap:1;time_exit:2;tp:32,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,dow_jones_futures,YM,competition_session_edge,direct,False,2.5,1m,73,1.515373,72,12.796385,1.391935,73,41.095890,16.464136,0.225536,5.522791,1.214926,0.990110,1.138482,0.883809,0.991491,5,1.000000,1.084304,2.459603,sl:41;sl_gap:1;time_exit:13;tp:18,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_month_4_6674a830,aud_usd,crude_oil_futures,CL,competition_session_edge,direct,False,5,1m,102,1.324471,102,12.574557,1.390924,102,26.470588,29.286610,0.287124,9.026940,1.240481,0.993510,1.029289,0.870764,0.980759,5,0.800000,0.829310,4.741599,sl:75;time_exit:13;tp:14,competition_session_edge|family=london_first30_ny_open_momentum_month_4|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=4|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,dow_jones_futures,YM,competition_session_edge,direct,False,3,1m,73,1.515373,72,12.796385,1.390389,73,39.726027,16.579703,0.227119,5.589029,1.146146,0.668273,0.917325,0.897154,0.943711,5,1.000000,1.105767,2.914644,sl:41;sl_gap:1;time_exit:17;tp:14,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_cad_london_first30_last30_momentum_month_8_c5f12647,eur_cad,new_zealand_dollar_futures,6N,competition_session_edge,opposite,True,4,1m,84,1.425191,88,7.699246,1.388833,84,44.047619,6.342363,0.075504,3.937466,1.266273,1.163341,0.894239,0.813122,0.842260,4,1.000000,1.048332,3.772114,sl:22;sl_gap:19;time_exit:42;tp:1,competition_session_edge|family=london_first30_last30_momentum_month_8|direction=same|entry=930|exit=945|min_signal_atr=0|signal_end=195|signal_start=180|signal_month=8|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,half_pf_gt_1,quarter_pf_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_chf_ny_open_gap_fade_month_9_5044d21c,eur_chf,russell_2000_futures,RTY,competition_session_edge,opposite,True,4,1m,61,1.614490,61,12.603141,1.386380,61,34.426230,15.166101,0.248625,6.819168,0.970841,0.784988,1.069468,0.787677,0.854423,4,0.750000,0.785259,3.938177,sl:39;time_exit:14;tp:8,competition_session_edge|family=ny_open_gap_fade_month_9|direction=fade|entry=570|exit=660|min_gap_atr=0.25|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_cad_us_first30_midday_momentum_month_10_8e114485,eur_cad,crude_oil_futures,CL,competition_session_edge,opposite,True,3,1m,62,1.425277,62,7.701028,1.385362,62,48.387097,10.610928,0.171144,5.366022,1.267047,0.839781,1.153524,0.834172,0.863347,4,0.750000,0.839781,2.929195,sl:25;time_exit:32;tp:5,competition_session_edge|family=us_first30_midday_momentum_month_10|direction=same|entry=720|exit=780|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,planned_rr_gt_2,quarter_pf_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_cad_us_first30_midday_momentum_month_10_8e114485,eur_cad,crude_oil_futures,CL,competition_session_edge,opposite,True,2,1m,62,1.425277,62,7.701028,1.384050,62,50.000000,10.199822,0.164513,5.789626,1.190117,0.719084,1.152324,0.880639,0.883257,4,0.750000,0.719084,1.952797,sl:24;time_exit:26;tp:12,competition_session_edge|family=us_first30_midday_momentum_month_10|direction=same|entry=720|exit=780|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_month=10|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,planned_rr_gt_2,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_signalweekdayside_xasset_rr_4_0208edb7,aud_usd,us_treasury_30y_bond_futures,ZB,competition_session_edge,opposite,True,2,1m,82,1.538497,82,30.946038,1.381889,82,41.463415,18.403775,0.224436,7.873722,1.051065,0.838246,0.881079,0.915648,0.927839,5,0.600000,0.572825,1.626936,sl:41;sl_gap:7;time_exit:1;tp:33,competition_session_edge|family=london_first30_ny_open_momentum_signalweekdayside|direction=same|entry=480|exit=570|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9,annual_walk_forward_pass_rate_ge_60pct",competition_aud_usd_london_first30_ny_open_momentum_weekday_side_0_short_xasset_rr_5_3aca24b7,aud_usd,natural_gas_futures,NG,competition_session_edge,opposite,True,5,1m,93,1.333989,98,24.752269,1.381135,93,23.655914,27.052285,0.290885,16.212244,1.155835,0.458780,0.887294,0.838789,0.806535,5,0.400000,0.000000,4.637224,sl:70;sl_gap:1;time_exit:4;tp:18,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_chf_ny_open_gap_fade_month_9_5044d21c,eur_chf,russell_2000_futures,RTY,competition_session_edge,opposite,True,5,1m,61,1.614490,61,12.603141,1.380145,61,34.426230,14.921338,0.244612,6.539789,1.000761,0.838035,1.104905,0.802206,0.847483,4,0.750000,0.838325,4.922721,sl:39;time_exit:21;tp:1,competition_session_edge|family=ny_open_gap_fade_month_9|direction=fade|entry=570|exit=660|min_gap_atr=0.25|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=5|risk_reward=5
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_weekday_side_0_short_xasset_rr_5_3aca24b7,aud_usd,natural_gas_futures,NG,competition_session_edge,opposite,True,3,1m,93,1.333989,98,24.752269,1.378664,93,32.258065,23.848180,0.256432,15.145594,1.152056,0.622526,1.274749,0.939141,0.909571,5,0.600000,0.000000,2.782335,sl:62;sl_gap:1;time_exit:2;tp:27;tp_gap:1,competition_session_edge|family=london_first30_ny_open_momentum_weekday_side_0_short|direction=same|entry=480|exit=570|min_signal_atr=0|signal_end=195|signal_start=180|signal_weekday_side=0_short|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,quarter_pf_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_eur_chf_ny_open_gap_fade_month_9_5044d21c,eur_chf,copper_futures,HG,competition_session_edge,opposite,True,4,1m,61,1.570920,62,12.204204,1.377472,61,32.786885,15.010464,0.246073,6.819962,1.265644,0.535609,1.148251,0.804117,0.837732,4,0.750000,0.586984,3.827804,sl:39;time_exit:14;tp:8,competition_session_edge|family=ny_open_gap_fade_month_9|direction=fade|entry=570|exit=660|min_gap_atr=0.25|signal_month=9|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,planned_rr_gt_2,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,japanese_yen_futures,6J,competition_session_edge,opposite,True,2,1m,126,1.873189,130,28.999496,1.377132,126,43.650794,23.705416,0.188138,8.628847,1.357671,1.042358,0.840473,0.966961,0.949029,5,0.800000,0.799801,1.828840,sl:42;sl_gap:18;time_exit:32;tp:26;tp_gap:8,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=2|risk_reward=2
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_nzd_london_first30_last30_reversal_weekday_side_0_long_2e0ed4d2,aud_nzd,dow_jones_futures,YM,competition_session_edge,direct,False,4,1m,73,1.515373,72,12.796385,1.374707,73,39.726027,15.913686,0.217996,6.872378,1.154816,0.579448,0.858537,0.843369,0.887588,5,0.800000,0.927691,3.886191,sl:41;sl_gap:1;time_exit:24;tp:7,competition_session_edge|family=london_first30_last30_reversal_weekday_side_0_long|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=0_long|exec_tf=1m|managed_exit=bracket|rr=4|risk_reward=4
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_signalweekdayside_xasset_rr_4_0208edb7,aud_usd,us_treasury_30y_bond_futures,ZB,competition_session_edge,opposite,True,2.5,1m,82,1.538497,82,30.946038,1.371355,82,36.585366,19.301260,0.235381,9.045302,1.279719,0.778700,0.821199,0.930795,0.995760,5,0.800000,0.484801,2.003466,sl:45;sl_gap:7;time_exit:1;tp:27;tp_gap:2,competition_session_edge|family=london_first30_ny_open_momentum_signalweekdayside|direction=same|entry=480|exit=570|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=2.5|risk_reward=2.5
reject,"overall_pf_gt_min,trades_ge_min,half_pf_gt_1,quarter_pf_gt_1,simple_bootstrap_p05_gt_1",competition_aud_usd_london_first30_ny_open_momentum_signalweekdayside_xasset_rr_4_0208edb7,aud_usd,micro_ether_futures,MET,competition_session_edge,direct,False,3,1m,16,1.305707,43,8.292405,1.366683,16,37.500000,3.659836,0.228740,4.002383,0.925851,0.829119,1.366683,0.431246,0.969913,2,1.000000,1.917725,2.926368,sl:6;sl_gap:4;time_exit:2;tp:3;tp_gap:1,competition_session_edge|family=london_first30_ny_open_momentum_signalweekdayside|direction=same|entry=480|exit=570|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
reject,"overall_pf_gt_min,quarter_pf_gt_1,rolling20_pf_p25_gt_1,simple_bootstrap_p05_gt_1,block_bootstrap_p05_gt_0_9",competition_aud_nzd_daily_tsmom_next_overnight_weekday_side_4_long_0aa8225f,aud_nzd,british_pound_futures,6B,competition_session_edge,opposite,True,3,1m,109,1.415411,114,13.679276,1.365993,109,50.458716,16.751111,0.153680,7.174219,1.244456,0.978855,0.838710,0.912871,0.898149,5,0.600000,0.652205,2.785774,sl:31;sl_gap:10;time_exit:61;tp:3;tp_gap:4,competition_session_edge|family=daily_tsmom_next_overnight_weekday_side_4_long|direction=contrarian|entry=945|exit=945|lookback=5|signal_weekday_side=4_long|exec_tf=1m|managed_exit=bracket|rr=3|risk_reward=3
