strategy_id,asset_key,asset_name,market,symbol,phase,variant_id,side,signal_time,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,source,tp_mode,sl_mode,size_mode,size_multiplier
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2023-11-06T02:45:00Z,88860,88907,2023-11-06T03:00:00Z,2023-11-06T14:45:00Z,1987.16,1984.87,229.000000000019,0.458,1500,500,0,max_bars,48,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.71
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2023-12-07T18:15:00Z,91015,91062,2023-12-07T18:30:00Z,2023-12-08T07:15:00Z,2029.94,2030.165,22.499999999991,0.045,1500,500,0,max_bars,48,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-01-18T18:30:00Z,93582,93629,2024-01-18T18:45:00Z,2024-01-19T07:30:00Z,2019.86,2028.485,862.499999999977,1.725,1500,500,0,max_bars,48,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.75
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2024-02-07T17:15:00Z,94865,94912,2024-02-07T17:30:00Z,2024-02-08T06:15:00Z,2034.54,2033.435,110.500000000002,0.221,1500,500,0,max_bars,48,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2024-04-17T15:45:00Z,99361,99363,2024-04-17T16:00:00Z,2024-04-17T16:30:00Z,2382.23,2367.23,1500,3,1500,500,0,tp,3,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-05-06T01:00:00Z,100498,100523,2024-05-06T01:15:00Z,2024-05-06T07:30:00Z,2303.84,2318.84,1500,3,1500,500,0,tp,26,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.93
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-05-09T11:15:00Z,100815,100819,2024-05-09T11:30:00Z,2024-05-09T12:30:00Z,2313.34,2328.34,1500,3,1500,500,0,tp,5,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.97
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-06-03T13:15:00Z,102377,102389,2024-06-03T13:30:00Z,2024-06-03T16:30:00Z,2333.71,2348.71,1500,3,1500,500,0,tp,13,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-06-05T02:15:00Z,102517,102564,2024-06-05T02:30:00Z,2024-06-05T14:15:00Z,2332.92,2345.95,1302.999999999975,2.606,1500,500,0,max_bars,48,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.58
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2024-07-18T16:00:00Z,105404,105415,2024-07-18T16:15:00Z,2024-07-18T19:00:00Z,2460.84,2445.84,1500,3,1500,500,0,tp,12,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.82
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-07-26T13:30:00Z,105946,105975,2024-07-26T13:45:00Z,2024-07-28T22:00:00Z,2381.83,2396.83,1500,3,1500,500,0,tp,30,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-08-23T08:30:00Z,107766,107787,2024-08-23T08:45:00Z,2024-08-23T14:00:00Z,2497.99,2512.99,1500,3,1500,500,0,tp,22,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2024-10-24T13:45:00Z,111825,111872,2024-10-24T14:00:00Z,2024-10-25T02:45:00Z,2733.7,2728.48,522.000000000025,1.044,1500,500,0,max_bars,48,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.55
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-11-15T15:00:00Z,113298,113298,2024-11-15T15:15:00Z,2024-11-15T15:15:00Z,2573.7,2568.7,-500,-1,1500,500,0,sl,1,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.57
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2024-11-17T23:00:00Z,113326,113334,2024-11-17T23:15:00Z,2024-11-18T01:15:00Z,2573.38,2588.38,1500,3,1500,500,0,tp,9,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.71
