strategy_id,asset_key,asset_name,market,symbol,phase,variant_id,side,signal_time,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,source,tp_mode,sl_mode,size_mode,size_multiplier
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-02-10T15:15:00Z,296650,296656,2023-02-10T15:30:00Z,2023-02-10T17:00:00Z,12385,12262,492,3,492,164,0,tp,7,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,3.75
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-02-21T16:00:00Z,297281,297292,2023-02-21T16:15:00Z,2023-02-21T19:00:00Z,12182.25,12122,241,2.339805825243,309,103,0,max_bars,12,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,6
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-03-10T13:45:00Z,298468,298470,2023-03-10T14:00:00Z,2023-03-10T14:30:00Z,12069.5,11940.5,516,3,516,172,0,tp,3,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,3.5
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-03-13T14:15:00Z,298566,298566,2023-03-13T14:30:00Z,2023-03-13T14:30:00Z,11862.25,11922,-239,-1,717,239,0,sl,1,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,2.75
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-05-01T14:30:00Z,301756,301756,2023-05-01T14:45:00Z,2023-05-01T14:45:00Z,13287,13307.75,-83,-1,249,83,0,sl,1,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,7.25
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-07-12T14:15:00Z,306476,306480,2023-07-12T14:30:00Z,2023-07-12T15:30:00Z,15488.75,15419.75,276,3,276,92,0,tp,5,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,6.75
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-07-21T13:30:00Z,307117,307128,2023-07-21T13:45:00Z,2023-07-21T16:30:00Z,15678.75,15563.75,460,2.584269662921,534,178,0,max_bars,12,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,3.5
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-07-31T12:45:00Z,307666,307669,2023-07-31T13:00:00Z,2023-07-31T13:45:00Z,15886,15904,-72,-1,216,72,0,sl,4,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,8.5
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-08-17T15:00:00Z,308871,308873,2023-08-17T15:15:00Z,2023-08-17T15:45:00Z,14883,14906,-92,-1,276,92,0,sl,3,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,6.75
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-08-22T13:00:00Z,309139,309140,2023-08-22T13:15:00Z,2023-08-22T13:30:00Z,15085.75,15031,219,3,219,73,0,tp,2,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,8.25
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-09-21T13:30:00Z,311149,311160,2023-09-21T13:45:00Z,2023-09-21T16:30:00Z,14982,14946,144,0.852071005917,507,169,0,max_bars,12,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,3.75
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-10-13T14:15:00Z,312624,312626,2023-10-13T14:30:00Z,2023-10-13T15:00:00Z,15277.75,15182.5,381,3,381,127,0,tp,3,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,4.75
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-11-08T14:30:00Z,314277,314286,2023-11-08T14:45:00Z,2023-11-08T17:00:00Z,15387,15287.25,399,3,399,133,0,tp,10,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,4.75
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-11-16T15:00:00Z,314831,314842,2023-11-16T15:15:00Z,2023-11-16T18:00:00Z,15878.75,15860.75,72,0.58064516129,372,124,0,max_bars,12,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,5
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2023-12-12T16:00:00Z,316460,316460,2023-12-12T16:15:00Z,2023-12-12T16:15:00Z,16286,16304,-72,-1,216,72,0,sl,1,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,8.5
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2024-02-14T14:30:00Z,320486,320488,2024-02-14T14:45:00Z,2024-02-14T15:15:00Z,17772,17823,-204,-1,612,204,0,sl,3,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,3
nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,Nasdaq 100 Futures,futures,NQ,round_number_rejection,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,short,2024-03-21T13:30:00Z,322862,322873,2024-03-21T13:45:00Z,2024-03-21T16:30:00Z,18672.5,18683,-42,-0.259259259259,486,162,0,max_bars,12,pre_2022_ml_holdout_rebuild_2026_05,custom,custom,auto,3.75
