strategy_id,label,asset_key,symbol,market,family,provenance,profit_factor,trades,total_r,win_rate_pct,max_drawdown_r,params
australian_dollar_futures_us_first30_last30_momentum_direction_same_entryminute_930_exitba_5d0822c2,6A Us First30 Last30 Momentum,australian_dollar_futures,6A,futures,us_first30_last30_momentum,research_derived/session_specific,0.866278,1111,-38.285401,45.09,41.711694,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.0, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_momentum_direction_same_entryminute_930_exitba_ea0ced61,6A Us First30 Last30 Momentum,australian_dollar_futures,6A,futures,us_first30_last30_momentum,research_derived/session_specific,0.877888,1072,-33.398581,45.62,38.624206,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.05, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_momentum_direction_same_entryminute_930_exitba_1d14d154,6A Us First30 Last30 Momentum,australian_dollar_futures,6A,futures,us_first30_last30_momentum,research_derived/session_specific,0.900612,1027,-25.528918,45.47,29.531123,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.1, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_momentum_direction_same_entryminute_930_exitba_d2e708fe,6A Us First30 Last30 Momentum,australian_dollar_futures,6A,futures,us_first30_last30_momentum,research_derived/session_specific,0.890263,950,-26.387557,45.26,30.346456,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.2, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_momentum_direction_same_entryminute_930_exitba_3fd321d0,6A Us First30 Last30 Momentum,australian_dollar_futures,6A,futures,us_first30_last30_momentum,research_derived/session_specific,0.852289,834,-31.883441,44.0,33.89659,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.35, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_momentum_direction_same_entryminute_930_exitba_aba7e577,6A Us First30 Last30 Momentum,australian_dollar_futures,6A,futures,us_first30_last30_momentum,research_derived/session_specific,0.863265,723,-25.76416,44.26,26.971841,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.5, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_reversal_direction_opposite_entryminute_930_ex_22140c33,6A Us First30 Last30 Reversal,australian_dollar_futures,6A,futures,us_first30_last30_reversal,research_derived/session_specific,1.154364,1111,38.285401,47.34,11.533633,"{""direction"": ""opposite"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.0, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_reversal_direction_opposite_entryminute_930_ex_40b90d85,6A Us First30 Last30 Reversal,australian_dollar_futures,6A,futures,us_first30_last30_reversal,research_derived/session_specific,1.139097,1072,33.398581,47.01,12.010811,"{""direction"": ""opposite"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.05, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_reversal_direction_opposite_entryminute_930_ex_e20ca098,6A Us First30 Last30 Reversal,australian_dollar_futures,6A,futures,us_first30_last30_reversal,research_derived/session_specific,1.110356,1027,25.528918,46.84,11.72487,"{""direction"": ""opposite"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.1, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_reversal_direction_opposite_entryminute_930_ex_28b3fb01,6A Us First30 Last30 Reversal,australian_dollar_futures,6A,futures,us_first30_last30_reversal,research_derived/session_specific,1.123263,950,26.387557,46.84,11.087175,"{""direction"": ""opposite"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.2, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_reversal_direction_opposite_entryminute_930_ex_cda6db12,6A Us First30 Last30 Reversal,australian_dollar_futures,6A,futures,us_first30_last30_reversal,research_derived/session_specific,1.173311,834,31.883441,47.96,9.714929,"{""direction"": ""opposite"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.35, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_first30_last30_reversal_direction_opposite_entryminute_930_ex_b9b33055,6A Us First30 Last30 Reversal,australian_dollar_futures,6A,futures,us_first30_last30_reversal,research_derived/session_specific,1.158392,723,25.76416,47.86,11.777976,"{""direction"": ""opposite"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.5, ""signalEndBarMinute"": 585, ""signalStartMinute"": 570}"
australian_dollar_futures_us_secondlast_last30_momentum_direction_same_entryminute_930_exi_689cb8fa,6A Us Secondlast Last30 Momentum,australian_dollar_futures,6A,futures,us_secondlast_last30_momentum,research_derived/session_specific,0.930958,1111,-19.104816,43.47,43.413233,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.0, ""signalEndBarMinute"": 915, ""signalStartMinute"": 900}"
australian_dollar_futures_us_secondlast_last30_momentum_direction_same_entryminute_930_exi_4ebc60af,6A Us Secondlast Last30 Momentum,australian_dollar_futures,6A,futures,us_secondlast_last30_momentum,research_derived/session_specific,0.904256,1030,-25.055249,43.11,47.921306,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.05, ""signalEndBarMinute"": 915, ""signalStartMinute"": 900}"
australian_dollar_futures_us_secondlast_last30_momentum_direction_same_entryminute_930_exi_2764eecb,6A Us Secondlast Last30 Momentum,australian_dollar_futures,6A,futures,us_secondlast_last30_momentum,research_derived/session_specific,0.910248,969,-22.281285,43.03,42.371606,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.1, ""signalEndBarMinute"": 915, ""signalStartMinute"": 900}"
australian_dollar_futures_us_secondlast_last30_momentum_direction_same_entryminute_930_exi_5f3cfc37,6A Us Secondlast Last30 Momentum,australian_dollar_futures,6A,futures,us_secondlast_last30_momentum,research_derived/session_specific,0.916127,817,-17.937061,42.47,40.229717,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.2, ""signalEndBarMinute"": 915, ""signalStartMinute"": 900}"
australian_dollar_futures_us_secondlast_last30_momentum_direction_same_entryminute_930_exi_1f73aad9,6A Us Secondlast Last30 Momentum,australian_dollar_futures,6A,futures,us_secondlast_last30_momentum,research_derived/session_specific,0.909281,632,-14.96105,42.41,32.426357,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.35, ""signalEndBarMinute"": 915, ""signalStartMinute"": 900}"
australian_dollar_futures_us_secondlast_last30_momentum_direction_same_entryminute_930_exi_9537ce02,6A Us Secondlast Last30 Momentum,australian_dollar_futures,6A,futures,us_secondlast_last30_momentum,research_derived/session_specific,0.864205,480,-18.10175,41.67,33.081995,"{""direction"": ""same"", ""entryMinute"": 930, ""exitBarMinute"": 945, ""minSignalAtr"": 0.5, ""signalEndBarMinute"": 915, ""signalStartMinute"": 900}"
australian_dollar_futures_london_first30_ny_open_momentum_direction_same_entryminute_480_e_9da3bb53,6A London First30 Ny Open Momentum,australian_dollar_futures,6A,futures,london_first30_ny_open_momentum,research_derived/session_specific,1.008327,1120,10.989228,50.98,115.898585,"{""direction"": ""same"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.0, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_momentum_direction_same_entryminute_480_e_2be12131,6A London First30 Ny Open Momentum,australian_dollar_futures,6A,futures,london_first30_ny_open_momentum,research_derived/session_specific,1.009394,1095,12.179434,51.14,112.12383,"{""direction"": ""same"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.05, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_momentum_direction_same_entryminute_480_e_369067c6,6A London First30 Ny Open Momentum,australian_dollar_futures,6A,futures,london_first30_ny_open_momentum,research_derived/session_specific,1.001827,1066,2.306894,50.84,112.259121,"{""direction"": ""same"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.1, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_momentum_direction_same_entryminute_480_e_d9697b35,6A London First30 Ny Open Momentum,australian_dollar_futures,6A,futures,london_first30_ny_open_momentum,research_derived/session_specific,1.009019,989,10.529123,50.66,106.821992,"{""direction"": ""same"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.2, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_momentum_direction_same_entryminute_480_e_983fd70c,6A London First30 Ny Open Momentum,australian_dollar_futures,6A,futures,london_first30_ny_open_momentum,research_derived/session_specific,0.997205,886,-2.922852,50.34,99.499276,"{""direction"": ""same"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.35, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_momentum_direction_same_entryminute_480_e_704b8ad8,6A London First30 Ny Open Momentum,australian_dollar_futures,6A,futures,london_first30_ny_open_momentum,research_derived/session_specific,1.038897,780,34.533646,50.38,83.56903,"{""direction"": ""same"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.5, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_reversal_direction_opposite_entryminute_4_927fd6d2,6A London First30 Ny Open Reversal,australian_dollar_futures,6A,futures,london_first30_ny_open_reversal,research_derived/session_specific,0.991742,1120,-10.989228,48.12,114.919828,"{""direction"": ""opposite"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.0, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_reversal_direction_opposite_entryminute_4_88026368,6A London First30 Ny Open Reversal,australian_dollar_futures,6A,futures,london_first30_ny_open_reversal,research_derived/session_specific,0.990694,1095,-12.179434,47.95,111.318007,"{""direction"": ""opposite"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.05, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_reversal_direction_opposite_entryminute_4_54fd1526,6A London First30 Ny Open Reversal,australian_dollar_futures,6A,futures,london_first30_ny_open_reversal,research_derived/session_specific,0.998176,1066,-2.306894,48.22,118.088689,"{""direction"": ""opposite"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.1, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_reversal_direction_opposite_entryminute_4_7d3aa09d,6A London First30 Ny Open Reversal,australian_dollar_futures,6A,futures,london_first30_ny_open_reversal,research_derived/session_specific,0.991062,989,-10.529123,48.33,110.980762,"{""direction"": ""opposite"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.2, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_reversal_direction_opposite_entryminute_4_36e3d665,6A London First30 Ny Open Reversal,australian_dollar_futures,6A,futures,london_first30_ny_open_reversal,research_derived/session_specific,1.002803,886,2.922852,48.65,87.058501,"{""direction"": ""opposite"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.35, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_london_first30_ny_open_reversal_direction_opposite_entryminute_4_1f0c3c0e,6A London First30 Ny Open Reversal,australian_dollar_futures,6A,futures,london_first30_ny_open_reversal,research_derived/session_specific,0.962559,780,-34.533646,48.72,103.174665,"{""direction"": ""opposite"", ""entryMinute"": 480, ""exitBarMinute"": 570, ""minSignalAtr"": 0.5, ""signalEndBarMinute"": 195, ""signalStartMinute"": 180}"
australian_dollar_futures_overnight_close_to_open_bias_entry_prior_rth_close_exit_ny_open__ea12b3e7,6A Overnight Close To Open Bias,australian_dollar_futures,6A,futures,overnight_close_to_open_bias,research_derived/session_specific,0.888726,891,-262.275379,50.73,442.7051,"{""entry"": ""prior_rth_close"", ""exit"": ""ny_open"", ""side"": ""long""}"
australian_dollar_futures_overnight_close_to_open_bias_entry_prior_rth_close_exit_ny_open__3a1acc58,6A Overnight Close To Open Bias,australian_dollar_futures,6A,futures,overnight_close_to_open_bias,research_derived/session_specific,1.125206,891,262.275379,48.04,120.836367,"{""entry"": ""prior_rth_close"", ""exit"": ""ny_open"", ""side"": ""short""}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_61_c399520c,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.05461,890,38.170002,50.9,59.367476,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.0}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_0340b58b,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.948218,890,-38.170002,47.75,87.974151,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.0}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_66_ddcf1a78,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.034484,890,30.496314,50.67,65.312229,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.0}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_7804aba7,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.966666,890,-30.496314,48.31,76.781067,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.0}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_94_5849e9ed,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.02574,881,32.935574,48.92,89.007277,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.0}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_1d642b7b,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.974906,881,-32.935574,50.17,113.522379,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.0}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_61_8fd1bc89,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.045778,875,31.603617,50.97,58.670539,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.1}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_44009213,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.956226,875,-31.603617,47.66,83.262999,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.1}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_66_9f58a433,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.014422,875,12.639305,50.51,64.460417,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.1}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_455e7be5,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.985783,875,-12.639305,48.46,67.869775,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.1}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_94_5bb31d9f,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.020491,867,25.896818,48.9,86.172923,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.1}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_7b3577ae,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.97992,867,-25.896818,50.17,103.527017,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.1}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_61_260e4ed3,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.033978,858,23.034067,50.82,56.263596,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.2}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_3b12fbe0,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.967139,858,-23.034067,47.9,77.557304,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.2}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_66_cddf1ee6,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.018295,858,15.619771,50.35,60.916862,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.2}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_5b9f9baa,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.982034,858,-15.619771,48.6,61.643491,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.2}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_94_946dac90,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.027177,850,33.486473,48.94,86.172923,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.2}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_131e0526,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.973542,850,-33.486473,50.12,94.373229,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.2}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_61_03f96c17,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.045676,840,30.153723,50.95,55.537052,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.35}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_14b735e2,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.956319,840,-30.153723,47.74,79.534156,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.35}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_66_ba9438e1,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.041905,840,34.549119,50.6,60.735226,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.35}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_0a89c54b,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.95978,840,-34.549119,48.33,68.859542,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.35}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_94_d1132abb,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.049908,833,59.296637,49.22,91.199647,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.35}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_244dc55e,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.952465,833,-59.296637,49.82,108.800056,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.35}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_61_a2631749,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.051598,824,33.174323,51.21,55.537052,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.5}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_29a6c69c,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.950934,824,-33.174323,47.57,81.066548,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.5}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_66_873d384d,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.043942,824,35.13225,50.61,60.735226,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.5}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_20d067d5,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.957908,824,-35.13225,48.42,68.733993,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.5}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_94_0a1e569e,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.058867,817,68.369151,49.45,74.229571,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.5}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_f7312f7d,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.944406,817,-68.369151,49.69,112.134684,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.5}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_61_0891424e,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.034245,795,21.267893,50.82,55.537052,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.75}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_9e5cf37a,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.966889,795,-21.267893,47.92,73.881663,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 615, ""minGapAtr"": 0.75}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_66_2353defe,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.02937,795,22.755211,50.44,60.735226,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.75}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_b65f1670,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.971468,795,-22.755211,48.81,63.579402,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 660, ""minGapAtr"": 0.75}"
australian_dollar_futures_ny_open_gap_fade_direction_fade_entryminute_570_exitbarminute_94_420ead8c,6A Ny Open Gap Fade,australian_dollar_futures,6A,futures,ny_open_gap_fade,research_derived/session_specific,1.041443,789,46.997023,49.3,77.415423,"{""direction"": ""fade"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.75}"
australian_dollar_futures_ny_open_gap_continuation_direction_continue_entryminute_570_exit_338ba38d,6A Ny Open Gap Continuation,australian_dollar_futures,6A,futures,ny_open_gap_continuation,research_derived/session_specific,0.960206,789,-46.997023,49.81,100.507293,"{""direction"": ""continue"", ""entryMinute"": 570, ""exitBarMinute"": 945, ""minGapAtr"": 0.75}"
australian_dollar_futures_asia_range_london_breakout_breakendminute_360_breakstartminute_1_62421ca3,6A Asia Range London Breakout,australian_dollar_futures,6A,futures,asia_range_london_breakout,research_derived/session_specific,0.927663,745,-16.127465,47.25,28.384722,"{""breakEndMinute"": 360, ""breakStartMinute"": 180, ""direction"": ""breakout"", ""forcedExitMinute"": 600, ""rangeEndMinute"": 165, ""rangeStartMinute"": 1080, ""riskReward"": 1.0}"
australian_dollar_futures_asia_range_london_breakout_breakendminute_360_breakstartminute_1_c357e253,6A Asia Range London Breakout,australian_dollar_futures,6A,futures,asia_range_london_breakout,research_derived/session_specific,0.759959,742,-101.057363,43.26,116.057363,"{""breakEndMinute"": 360, ""breakStartMinute"": 180, ""direction"": ""fade"", ""forcedExitMinute"": 600, ""rangeEndMinute"": 165, ""rangeStartMinute"": 1080, ""riskReward"": 1.0}"
australian_dollar_futures_asia_range_london_breakout_breakendminute_360_breakstartminute_1_3395dd45,6A Asia Range London Breakout,australian_dollar_futures,6A,futures,asia_range_london_breakout,research_derived/session_specific,0.96567,745,-7.736553,46.58,22.394988,"{""breakEndMinute"": 360, ""breakStartMinute"": 180, ""direction"": ""breakout"", ""forcedExitMinute"": 600, ""rangeEndMinute"": 165, ""rangeStartMinute"": 1080, ""riskReward"": 1.5}"
australian_dollar_futures_asia_range_london_breakout_breakendminute_360_breakstartminute_1_ac7abf38,6A Asia Range London Breakout,australian_dollar_futures,6A,futures,asia_range_london_breakout,research_derived/session_specific,0.841667,742,-75.005566,36.12,90.005566,"{""breakEndMinute"": 360, ""breakStartMinute"": 180, ""direction"": ""fade"", ""forcedExitMinute"": 600, ""rangeEndMinute"": 165, ""rangeStartMinute"": 1080, ""riskReward"": 1.5}"
