period,trades,wins,losses,win_rate_pct,profit_factor_r,total_r,avg_r,max_drawdown_r,trades_per_day,trades_per_week,max_concurrent_positions
full_2y,145,125,20,86.20689655172413,3.5036468947763586,14.008927566675414,0.09661329356327872,1.0,0.20076440470181003,1.4053508329126703,2
final_6m_holdout,44,41,3,93.18181818181817,3.5995512232784814,4.0414494167073025,0.09185112310698415,1.0,0.2482223658694247,1.737556561085973,2
