market,symbol,strategy,variant_id,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,chosen_size_multiplier
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,51741,51742,51753,2021-01-18 15:00:00+00:00,2021-01-18 15:15:00+00:00,2021-01-18 23:00:00+00:00,1834.9,1838.0,30.99999999999909,27.99999999999909,0.4242424242423988,94.50000000000273,63.00000000000182,3.0,session_close,11,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,51822,51823,51841,2021-01-19 16:15:00+00:00,2021-01-19 16:30:00+00:00,2021-01-19 21:00:00+00:00,1841.2,1838.0,-32.000000000000455,-35.000000000000455,-0.36082474226804256,141.00000000000136,94.00000000000091,3.0,session_close,18,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,52276,52277,52301,2021-01-26 14:45:00+00:00,2021-01-26 15:00:00+00:00,2021-01-26 21:00:00+00:00,1855.5,1849.9,-55.99999999999909,-58.99999999999909,-0.6860465116279,124.49999999999818,82.99999999999955,3.0,session_close,24,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,52620,52621,52642,2021-02-01 15:30:00+00:00,2021-02-01 15:45:00+00:00,2021-02-01 21:00:00+00:00,1866.7,1863.4,32.999999999999545,29.999999999999545,0.4545454545454508,94.50000000000045,62.999999999999545,3.0,session_close,21,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,52714,52715,52734,2021-02-02 16:00:00+00:00,2021-02-02 16:15:00+00:00,2021-02-02 21:00:00+00:00,1839.2,1837.4,-17.999999999999545,-20.999999999999545,-0.23076923076922692,132.00000000000045,87.99999999999955,3.0,session_close,19,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,52800,52801,52826,2021-02-03 14:30:00+00:00,2021-02-03 14:45:00+00:00,2021-02-03 21:00:00+00:00,1837.0,1834.6,24.00000000000091,21.00000000000091,0.3088235294117781,97.5,65.0,3.0,session_close,25,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,52987,52988,53010,2021-02-05 15:15:00+00:00,2021-02-05 15:30:00+00:00,2021-02-05 21:00:00+00:00,1806.2,1810.9,47.000000000000455,44.000000000000455,0.33587786259542446,192.00000000000045,127.99999999999955,3.0,session_close,22,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,53168,53169,53194,2021-02-09 14:30:00+00:00,2021-02-09 14:45:00+00:00,2021-02-09 21:00:00+00:00,1837.3,1836.8,5.0,2.0,0.017241379310344897,169.50000000000045,112.99999999999955,3.0,session_close,25,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,53448,53449,53470,2021-02-12 15:30:00+00:00,2021-02-12 15:45:00+00:00,2021-02-12 21:00:00+00:00,1819.8,1822.4,26.000000000001364,23.000000000001364,0.23000000000001258,145.49999999999955,97.00000000000045,3.0,session_close,21,2
futures,GC,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,54630,54631,54650,2021-03-03 16:00:00+00:00,2021-03-03 16:15:00+00:00,2021-03-03 21:00:00+00:00,1719.3,1713.4,-58.999999999998636,-61.999999999998636,-0.30693069306930226,298.4999999999968,198.99999999999864,3.0,session_close,19,2
