period,trades,wins,losses,win_rate_pct,profit_factor_r,total_r,avg_r,max_drawdown_r,trades_per_day,trades_per_week,max_concurrent_positions
test_2022_to_present,651,508,143,78.03379416282642,0.9891447259134439,-0.8278953728608918,-0.0012717286833500642,9.571304200938162,0.4178769156703843,2.92513840969269,4
holdout_from_configured_start,651,508,143,78.03379416282642,0.9891447259134439,-0.8278953728608918,-0.0012717286833500642,9.571304200938162,0.4178769156703843,2.92513840969269,4
