scope,trades,wins,losses,win_rate_pct,profit_factor_dollars,total_pnl,avg_pnl,starts,pass_rate_pct,fail_rate_pct,incomplete_rate_pct,median_pass_days,avg_pass_win_rate_pct,p50_final_pnl
risk_gated_selected_trades,1294.0,944.0,350.0,72.95208655332303,1.7332356046420707,152181.1249999996,117.60519706336908,,,,,,,
challenge_7d,,,,,,,,665.0,0.0,1.0526315789473684,98.94736842105263,0.0,0.0,640.8749999999709
challenge_14d,,,,,,,,665.0,3.4586466165413534,2.706766917293233,93.83458646616542,10.729166666666666,87.9498351590827,1354.0
challenge_30d,,,,,,,,665.0,31.879699248120303,6.015037593984962,62.10526315789474,21.609375,79.81901554860924,3339.5
challenge_eventual,,,,,,,,665.0,79.84962406015038,17.74436090225564,2.4060150375939853,35.677083333333336,75.89639694509303,6137.624999999913
