phase,trades_before_exclusions,win_rate_pct_before_exclusions,profit_factor_atr_before_exclusions,avg_pnl_atr_before_exclusions,trades_per_day_before_exclusions,trades_per_week_before_exclusions,trades_after_exclusions,win_rate_pct_after_exclusions,profit_factor_atr_after_exclusions,avg_pnl_atr_after_exclusions,trades_per_day_after_exclusions,trades_per_week_after_exclusions,excluded_symbol_phases
momentum,1895,78.89182058047494,1.108740169433414,0.2194822018897212,2.594409583571021,18.16086708499715,1154,79.72270363951473,1.4607006082768477,0.7496119794217782,1.5805963760878872,11.06417463261521,9
mean_reversion,1135,80.79295154185021,1.0706801704082167,0.1315867003395424,1.5547501498244911,10.883251048771438,761,82.65440210249672,1.4318356367200373,0.6283023774771826,1.043061107938321,7.3014277555682465,8
