phase,stage,rule,trades,win_rate_pct,profit_factor_atr,avg_pnl_atr
momentum,1,abs_close_ema200_atr <= 0.898314,1895,78.89182058047494,1.108740169433414,0.2194822018897212
mean_reversion,1,-1.32213 <= close_ema200_atr <= 1.26678,2837,76.59499471272471,1.0698393904539834,0.127992734453001
mean_reversion,2,-0.00308635 <= trade_rsi_proxy <= 0.146502,1135,80.79295154185021,1.0706801704082167,0.13158670033954248
