phase,base_trades,base_win_rate_pct,base_profit_factor_atr,trades,wins,losses,win_rate_pct,confidence_pct,confidence_lower_95_pct,profit_factor_atr,avg_pnl_atr,trades_per_day,trades_per_week,active_days,trades_per_active_day,active_weeks,trades_per_active_week,market,symbol
momentum,418,72.96650717703349,1.1298865997422007,86,85,1,98.83720930232558,98.53984491008086,96.03361928681669,234.35536221340504,2.39623454596,0.1179731931067989,0.8258123517475923,73,1.178082191780822,52,1.6538461538461537,gold_spot,XAUUSD
mean_reversion,331,72.80966767371602,1.3433604969701607,57,57,0,100.0,99.53120116678821,97.7881788436323,inf,4.718676766195081,0.07811897725812669,0.5468328408068869,56,1.0178571428571428,37,1.5405405405405406,forex,AUDUSD
mean_reversion,299,71.90635451505017,1.1582495230184848,43,43,0,100.0,99.36150805716024,97.03429249556606,inf,3.879030822773689,0.05963249739974575,0.4174274817982202,42,1.0238095238095237,34,1.2647058823529411,forex,EURUSD
mean_reversion,320,73.125,1.1649790938927733,56,56,0,100.0,99.52850877192982,97.765507475096,inf,3.8975603077060335,0.0768658850443237,0.538061195310266,56,1.0,47,1.1914893617021276,forex,GBPUSD
mean_reversion,326,68.40490797546013,1.045741420743542,52,52,0,100.0,99.40386618821623,97.35065932643985,inf,4.720009677714975,0.07141426568624645,0.49989985980372514,49,1.0612244897959184,38,1.368421052631579,forex,NZDUSD
mean_reversion,258,62.4031007751938,0.9434965559833199,25,25,0,100.0,98.55396541443054,94.05097957686425,inf,4.588440882164323,0.03471519078890271,0.24300633552231898,25,1.0,24,1.0416666666666667,forex,USDCAD
mean_reversion,283,68.19787985865725,0.9409208668521462,32,32,0,100.0,99.03629938965626,95.7524375128923,inf,4.304576330842775,0.04431557536677198,0.3102090275674038,32,1.0,29,1.103448275862069,forex,USDCHF
mean_reversion,303,68.97689768976898,1.01076329554765,46,46,0,100.0,99.33993399339934,97.04911344624222,inf,4.287628753773834,0.06313171024603641,0.4419219717222548,45,1.0222222222222221,38,1.2105263157894737,forex,USDJPY
mean_reversion,332,71.98795180722891,1.2053785443283083,58,57,1,98.27586206896551,97.83030426791913,94.14378451174258,2068.098999154797,4.98432465163816,0.07948948563107627,0.5564263994175339,56,1.0357142857142858,38,1.5263157894736843,futures,6A
mean_reversion,311,74.27652733118971,1.2071698290340964,51,51,0,100.0,99.50531783329211,97.6164376543415,inf,4.724072905116131,0.06999485331960885,0.489963973237262,51,1.0,38,1.3421052631578947,futures,6B
mean_reversion,294,64.96598639455783,0.8701205100869287,40,40,0,100.0,99.1455118632819,96.36182118852489,inf,4.599599648657728,0.05556279029387507,0.3889395320571255,40,1.0,33,1.2121212121212122,futures,6C
mean_reversion,295,69.49152542372882,1.119662927539083,49,48,1,97.95918367346938,97.38983050847457,93.01398336459908,675.7704625741343,4.416054512700651,0.0678915236624475,0.47524066563713246,48,1.0208333333333333,40,1.225,futures,6E
mean_reversion,307,71.00977198697068,1.1372751603648663,52,52,0,100.0,99.4530145657919,97.48578044649886,inf,4.901665568949541,0.07136628114769332,0.4995639680338532,51,1.0196078431372548,41,1.2682926829268293,futures,6J
mean_reversion,307,70.03257328990227,1.0269565309663653,44,44,0,100.0,99.33405718422006,96.98364130991668,inf,5.0185879102131095,0.06049495875343721,0.4234647112740605,44,1.0,36,1.2222222222222223,futures,CL
mean_reversion,266,75.56390977443608,1.4414058168466877,41,41,0,100.0,99.41818832796278,97.14494470845246,inf,6.028304614306514,0.056814573168971386,0.3977020121827997,40,1.025,36,1.1388888888888888,futures,ES
mean_reversion,281,70.46263345195729,0.7834796910290422,46,46,0,100.0,99.37154539259484,97.1358973596357,inf,3.9052387533819926,0.06327010143847785,0.442890710069345,45,1.0222222222222221,37,1.2432432432432432,futures,GC
mean_reversion,305,72.45901639344262,0.9173292656529426,52,52,0,100.0,99.48035879987629,97.56266328951321,inf,4.652297519354345,0.07133058984910837,0.4993141289437586,52,1.0,39,1.3333333333333333,futures,HG
mean_reversion,280,73.21428571428571,0.9811312534335564,35,35,0,100.0,99.25595238095238,96.4868828854592,inf,5.858855220027127,0.04905897297376221,0.34341281081633546,35,1.0,33,1.0606060606060606,futures,NG
mean_reversion,265,72.45283018867924,1.189305045915632,43,43,0,100.0,99.37392795883362,97.06931394932164,inf,5.585529852497084,0.05958601576257975,0.4171021103380582,41,1.048780487804878,33,1.303030303030303,futures,NQ
mean_reversion,305,71.47540983606558,1.1067516993261848,52,52,0,100.0,99.46180018558614,97.51034257966474,inf,5.193276467806253,0.07138056766997926,0.4996639736898548,52,1.0,41,1.2682926829268293,futures,RTY
mean_reversion,287,69.33797909407666,0.868682438585634,50,50,0,100.0,99.39878390380542,97.29761853244125,inf,4.683979800747706,0.06875805758487323,0.4813064030941126,48,1.0416666666666667,34,1.4705882352941178,futures,SI
mean_reversion,267,72.28464419475655,1.1431659750131402,45,45,0,100.0,99.39749226510341,97.18502848575416,inf,5.967707291944321,0.06253166389230658,0.4377216472461461,43,1.0465116279069768,36,1.25,futures,YM
mean_reversion,297,65.993265993266,0.9700513817193237,37,37,0,100.0,99.10508594719121,96.14937198566787,inf,4.838490677615782,0.05144396489296991,0.36010775425078934,37,1.0,32,1.15625,futures,ZB
mean_reversion,289,68.85813148788927,1.1288107341170865,31,31,0,100.0,99.02681660899654,95.67737157922448,inf,5.117298104873473,0.04287257797306058,0.30010804581142403,31,1.0,27,1.1481481481481481,futures,ZN
mean_reversion,285,71.2280701754386,0.7852658763256211,42,42,0,100.0,99.33088535291718,96.92196658781327,inf,4.1883954557334215,0.057768353487305864,0.4043784744111411,41,1.024390243902439,38,1.105263157894737,gold_spot,XAUUSD
