market,symbol,phase,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,strategy,variant_id,period,source
futures,CL,momentum,short,5005,5006,5011,2024-01-16 16:30:00+00:00,2024-01-16 16:45:00+00:00,2024-01-16 18:00:00+00:00,72.75,72.12,62.999999999999545,59.999999999999545,0.1980198019801965,500.0,300.0,3.0,signal,5,momentum,legacy_CL_momentum,train,balanced
futures,GC,,long,5170,5171,5175,2024-01-18 12:00:00+00:00,2024-01-18 12:15:00+00:00,2024-01-18 13:15:00+00:00,2017.0,2013.733786931695,-32.6621306830488,-35.6621306830488,-1.0,65.3242613660976,32.6621306830488,3.0,sl,4,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,CL,momentum,long,5171,5172,5180,2024-01-18 12:00:00+00:00,2024-01-18 12:15:00+00:00,2024-01-18 14:15:00+00:00,72.57,73.25,68.00000000000068,65.00000000000068,0.2145214521452167,500.0,300.0,3.0,signal,8,momentum,legacy_CL_momentum,train,balanced
futures,SI,momentum,short,5176,5177,5267,2024-01-18 15:30:00+00:00,2024-01-18 15:45:00+00:00,2024-01-19 15:15:00+00:00,22.78,22.67,21.999999999999886,18.999999999999886,0.037773359840954,500.0,500.0,3.0,signal,90,momentum,legacy_SI_momentum,train,balanced
futures,CL,momentum,short,5347,5348,5639,2024-01-22 10:00:00+00:00,2024-01-22 10:15:00+00:00,2024-01-25 14:00:00+00:00,73.38,76.38,-300.0,-303.0,-1.0,500.0,300.0,3.0,sl,291,momentum,legacy_CL_momentum,train,balanced
futures,YM,mean_reversion,long,5623,5624,5655,2024-01-25 13:30:00+00:00,2024-01-25 13:45:00+00:00,2024-01-25 21:30:00+00:00,38047.0,38174.0,127.0,124.0,0.246520874751491,500.0,500.0,3.0,signal,31,mean_reversion,legacy_YM_mean_reversion,train,balanced
futures,SI,momentum,long,5723,5724,5755,2024-01-26 14:15:00+00:00,2024-01-26 14:30:00+00:00,2024-01-28 23:15:00+00:00,22.855,23.06,40.99999999999966,37.99999999999966,0.0755467196819078,500.0,500.0,3.0,signal,31,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,long,5760,5761,5822,2024-01-29 00:30:00+00:00,2024-01-29 00:45:00+00:00,2024-01-29 16:00:00+00:00,22.93,23.065,27.00000000000032,24.00000000000032,0.0477137176938376,500.0,500.0,3.0,signal,61,momentum,legacy_SI_momentum,train,balanced
futures,ES,mean_reversion,short,5793,5794,5953,2024-01-29 09:45:00+00:00,2024-01-29 10:00:00+00:00,2024-01-31 03:45:00+00:00,4913.5,4930.5,-68.0,-71.0,-0.1411530815109344,500.0,500.0,3.0,signal,159,mean_reversion,legacy_ES_mean_reversion,train,balanced
futures,CL,momentum,short,5897,5898,5909,2024-01-30 09:30:00+00:00,2024-01-30 09:45:00+00:00,2024-01-30 12:30:00+00:00,77.12,76.41,71.0000000000008,68.0000000000008,0.224422442244227,500.0,300.0,3.0,signal,11,momentum,legacy_CL_momentum,train,balanced
futures,CL,momentum,short,5916,5917,6012,2024-01-30 14:15:00+00:00,2024-01-30 14:30:00+00:00,2024-01-31 15:15:00+00:00,77.01,76.41,60.00000000000085,57.00000000000085,0.1881188118811909,500.0,300.0,3.0,signal,95,momentum,legacy_CL_momentum,train,balanced
futures,SI,momentum,long,5911,5912,6001,2024-01-30 15:15:00+00:00,2024-01-30 15:30:00+00:00,2024-01-31 14:45:00+00:00,23.11,23.375,53.000000000000114,50.000000000000114,0.0994035785288272,500.0,500.0,3.0,signal,89,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,long,6008,6009,6021,2024-01-31 16:30:00+00:00,2024-01-31 16:45:00+00:00,2024-01-31 19:45:00+00:00,23.19,23.355,32.99999999999983,29.99999999999983,0.0596421471172958,500.0,500.0,3.0,signal,12,momentum,legacy_SI_momentum,train,balanced
futures,YM,mean_reversion,short,6265,6266,6277,2024-02-05 13:00:00+00:00,2024-02-05 13:15:00+00:00,2024-02-05 16:00:00+00:00,38671.0,38338.0,333.0,330.0,0.6560636182902585,500.0,500.0,3.0,signal,11,mean_reversion,legacy_YM_mean_reversion,train,balanced
futures,SI,momentum,short,6372,6373,6416,2024-02-06 15:30:00+00:00,2024-02-06 15:45:00+00:00,2024-02-07 03:30:00+00:00,22.555,22.39,32.99999999999983,29.99999999999983,0.0596421471172958,500.0,500.0,3.0,signal,43,momentum,legacy_SI_momentum,train,balanced
futures,CL,momentum,long,6392,6393,6546,2024-02-06 18:15:00+00:00,2024-02-06 18:30:00+00:00,2024-02-08 10:45:00+00:00,73.11,74.38,126.9999999999996,123.9999999999996,0.4092409240924079,500.0,300.0,3.0,signal,153,momentum,legacy_CL_momentum,train,balanced
futures,SI,momentum,short,6460,6461,6472,2024-02-07 14:30:00+00:00,2024-02-07 14:45:00+00:00,2024-02-07 17:30:00+00:00,22.445,22.355,17.99999999999997,14.999999999999972,0.029821073558648,500.0,500.0,3.0,signal,11,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,short,6533,6534,6549,2024-02-08 09:45:00+00:00,2024-02-08 10:00:00+00:00,2024-02-08 13:45:00+00:00,22.445,22.245,39.99999999999986,36.99999999999986,0.0735586481113317,500.0,500.0,3.0,signal,15,momentum,legacy_SI_momentum,train,balanced
futures,GC,,short,6621,6622,6641,2024-02-09 08:00:00+00:00,2024-02-09 08:15:00+00:00,2024-02-09 13:00:00+00:00,2045.9,2041.1781520257048,47.218479742948325,44.218479742948325,1.6617716235611733,47.218479742948325,23.609239871474163,3.0,tp,19,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,CL,momentum,long,6933,6934,7030,2024-02-14 15:30:00+00:00,2024-02-14 15:45:00+00:00,2024-02-15 16:45:00+00:00,77.36,78.35,98.99999999999947,95.99999999999947,0.3168316831683151,500.0,300.0,3.0,signal,96,momentum,legacy_CL_momentum,train,balanced
futures,SI,momentum,short,6926,6927,7376,2024-02-14 16:00:00+00:00,2024-02-14 16:15:00+00:00,2024-02-21 16:00:00+00:00,22.39,22.87,-96.00000000000009,-99.00000000000009,-0.1968190854870777,500.0,500.0,3.0,signal,449,momentum,legacy_SI_momentum,train,balanced
futures,ES,mean_reversion,long,6935,6936,6944,2024-02-14 19:15:00+00:00,2024-02-14 19:30:00+00:00,2024-02-14 21:30:00+00:00,4995.75,5021.25,102.0,99.0,0.1968190854870775,500.0,500.0,3.0,signal,8,mean_reversion,legacy_ES_mean_reversion,train,balanced
futures,GC,,long,7249,7250,7259,2024-02-20 06:30:00+00:00,2024-02-20 06:45:00+00:00,2024-02-20 09:00:00+00:00,2031.2,2035.493269915077,42.93269915077021,39.93269915077021,1.6321478211422826,42.93269915077021,21.466349575385102,3.0,tp,9,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,CL,momentum,long,7264,7265,7474,2024-02-20 08:45:00+00:00,2024-02-20 09:00:00+00:00,2024-02-22 15:15:00+00:00,78.1,78.24,14.000000000000057,11.000000000000057,0.0363036303630364,500.0,300.0,3.0,signal,209,momentum,legacy_CL_momentum,train,balanced
futures,ZN,mean_reversion,short,7362,7363,7371,2024-02-21 15:15:00+00:00,2024-02-21 15:30:00+00:00,2024-02-21 17:30:00+00:00,109.921875,109.71875,13.0,10.0,0.1886792452830188,15.0,50.0,3.0,signal,8,mean_reversion,legacy_ZN_mean_reversion,train,balanced
futures,SI,momentum,short,7433,7434,7463,2024-02-22 07:15:00+00:00,2024-02-22 07:30:00+00:00,2024-02-22 14:45:00+00:00,23.08,22.865,42.99999999999997,39.99999999999997,0.0795228628230615,500.0,500.0,3.0,signal,29,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,short,7560,7561,7626,2024-02-23 16:00:00+00:00,2024-02-23 16:15:00+00:00,2024-02-26 09:30:00+00:00,22.86,22.695,32.99999999999983,29.99999999999983,0.0596421471172958,500.0,500.0,3.0,signal,65,momentum,legacy_SI_momentum,train,balanced
futures,CL,momentum,short,7656,7657,8021,2024-02-26 14:45:00+00:00,2024-02-26 15:00:00+00:00,2024-03-01 14:00:00+00:00,76.93,79.93,-300.0,-303.0,-1.0,500.0,300.0,3.0,sl,364,momentum,legacy_CL_momentum,train,balanced
futures,ZN,mean_reversion,short,7636,7637,7645,2024-02-26 14:45:00+00:00,2024-02-26 15:00:00+00:00,2024-02-26 17:00:00+00:00,109.84375,109.609375,15.0,12.0,0.2264150943396226,15.0,50.0,3.0,tp,8,mean_reversion,legacy_ZN_mean_reversion,train,balanced
futures,GC,,long,7712,7713,7717,2024-02-27 07:15:00+00:00,2024-02-27 07:30:00+00:00,2024-02-27 08:30:00+00:00,2044.3,2048.594455477005,42.94455477005148,39.94455477005148,1.6322369243204566,42.94455477005148,21.47227738502574,3.0,tp,4,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,SI,momentum,short,7714,7715,7741,2024-02-27 08:30:00+00:00,2024-02-27 08:45:00+00:00,2024-02-27 15:15:00+00:00,22.685,22.545,27.999999999999403,24.999999999999403,0.0497017892644123,500.0,500.0,3.0,signal,26,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,short,7852,7853,8650,2024-02-28 21:45:00+00:00,2024-02-28 23:00:00+00:00,2024-03-12 14:00:00+00:00,22.44,24.35,-382.0,-385.0,-0.7654075546719682,500.0,500.0,3.0,signal,797,momentum,legacy_SI_momentum,train,balanced
futures,YM,mean_reversion,long,8095,8096,8109,2024-03-04 14:30:00+00:00,2024-03-04 14:45:00+00:00,2024-03-04 18:00:00+00:00,39034.0,39082.0,48.0,45.0,0.0894632206759443,500.0,500.0,3.0,signal,13,mean_reversion,legacy_YM_mean_reversion,train,balanced
futures,CL,momentum,long,8117,8118,8298,2024-03-04 15:00:00+00:00,2024-03-04 15:15:00+00:00,2024-03-06 14:15:00+00:00,79.5,79.54,4.000000000000625,1.0000000000006253,0.0033003300330053,500.0,300.0,3.0,signal,180,momentum,legacy_CL_momentum,train,balanced
futures,CL,momentum,short,8399,8400,8567,2024-03-07 16:30:00+00:00,2024-03-07 16:45:00+00:00,2024-03-11 11:30:00+00:00,78.88,77.73,114.99999999999916,111.99999999999916,0.3696369636963668,500.0,300.0,3.0,signal,167,momentum,legacy_CL_momentum,train,balanced
futures,GC,,long,8741,8742,8753,2024-03-13 10:30:00+00:00,2024-03-13 10:45:00+00:00,2024-03-13 13:30:00+00:00,2168.3,2175.665044571449,73.65044571448416,70.65044571448416,1.774012564041098,73.65044571448416,36.82522285724208,3.0,tp,11,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,SI,momentum,long,8840,8841,8894,2024-03-14 15:30:00+00:00,2024-03-14 15:45:00+00:00,2024-03-15 06:00:00+00:00,24.98,25.39,82.00000000000003,79.00000000000003,0.1570576540755467,500.0,500.0,3.0,signal,53,momentum,legacy_SI_momentum,train,balanced
futures,CL,momentum,long,8981,8982,9016,2024-03-18 00:00:00+00:00,2024-03-18 00:15:00+00:00,2024-03-18 08:45:00+00:00,80.6,81.5,90.00000000000057,87.00000000000057,0.287128712871289,500.0,300.0,3.0,signal,34,momentum,legacy_CL_momentum,train,balanced
futures,YM,mean_reversion,short,9031,9032,9048,2024-03-18 17:30:00+00:00,2024-03-18 17:45:00+00:00,2024-03-18 22:45:00+00:00,39234.0,39230.0,4.0,1.0,0.0019880715705765,500.0,500.0,3.0,signal,16,mean_reversion,legacy_YM_mean_reversion,train,balanced
futures,YM,mean_reversion,long,9104,9105,9114,2024-03-19 12:45:00+00:00,2024-03-19 13:00:00+00:00,2024-03-19 15:15:00+00:00,39190.0,39389.0,199.0,196.0,0.3896620278330019,500.0,500.0,3.0,signal,9,mean_reversion,legacy_YM_mean_reversion,train,balanced
futures,ZN,mean_reversion,long,9103,9104,9128,2024-03-19 12:45:00+00:00,2024-03-19 13:00:00+00:00,2024-03-19 19:00:00+00:00,110.078125,110.125,3.0,0.0,0.0,15.0,50.0,3.0,signal,24,mean_reversion,legacy_ZN_mean_reversion,train,balanced
futures,SI,momentum,short,9115,9116,9300,2024-03-19 15:15:00+00:00,2024-03-19 15:30:00+00:00,2024-03-21 15:30:00+00:00,25.145,24.835,61.999999999999744,58.999999999999744,0.1172962226640153,500.0,500.0,3.0,signal,184,momentum,legacy_SI_momentum,train,balanced
futures,GC,,short,9370,9371,9392,2024-03-22 06:45:00+00:00,2024-03-22 07:00:00+00:00,2024-03-22 12:15:00+00:00,2171.4,2175.8672667590085,-44.672667590082725,-47.672667590082725,-1.0,89.34533518016545,44.672667590082725,3.0,sl,21,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,SI,momentum,short,9384,9385,9391,2024-03-22 13:30:00+00:00,2024-03-22 13:45:00+00:00,2024-03-22 15:15:00+00:00,25.05,24.885,32.99999999999983,29.99999999999983,0.0596421471172958,500.0,500.0,3.0,signal,6,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,short,9428,9429,9569,2024-03-25 01:30:00+00:00,2024-03-25 01:45:00+00:00,2024-03-26 13:45:00+00:00,25.04,24.735,60.99999999999994,57.99999999999994,0.1153081510934392,500.0,500.0,3.0,signal,140,momentum,legacy_SI_momentum,train,balanced
futures,CL,momentum,long,9574,9575,9580,2024-03-26 10:15:00+00:00,2024-03-26 10:30:00+00:00,2024-03-26 11:45:00+00:00,81.65,82.24,58.99999999999892,55.99999999999892,0.1848184818481812,500.0,300.0,3.0,signal,5,momentum,legacy_CL_momentum,train,balanced
futures,SI,momentum,short,9664,9665,9731,2024-03-27 14:30:00+00:00,2024-03-27 14:45:00+00:00,2024-03-28 08:15:00+00:00,24.72,24.555,32.99999999999983,29.99999999999983,0.0596421471172958,500.0,500.0,3.0,signal,66,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,short,9739,9740,9746,2024-03-28 10:15:00+00:00,2024-03-28 10:30:00+00:00,2024-03-28 12:00:00+00:00,24.705,24.665,7.999999999999829,4.9999999999998295,0.0099403578528823,500.0,500.0,3.0,signal,6,momentum,legacy_SI_momentum,train,balanced
futures,ZN,mean_reversion,short,9765,9766,9839,2024-03-28 17:15:00+00:00,2024-03-28 17:30:00+00:00,2024-04-01 12:45:00+00:00,110.734375,110.5,15.0,12.0,0.2264150943396226,15.0,50.0,3.0,tp,73,mean_reversion,legacy_ZN_mean_reversion,train,balanced
futures,SI,momentum,long,9846,9847,9854,2024-04-01 14:00:00+00:00,2024-04-01 14:15:00+00:00,2024-04-01 16:00:00+00:00,25.025,25.14,23.0000000000004,20.0000000000004,0.0397614314115316,500.0,500.0,3.0,signal,7,momentum,legacy_SI_momentum,train,balanced
futures,GC,,long,9907,9908,9927,2024-04-02 04:30:00+00:00,2024-04-02 04:45:00+00:00,2024-04-02 09:30:00+00:00,2276.7,2286.502365826301,98.0236582630139,95.0236582630139,1.8269624400779223,98.0236582630139,49.01182913150695,3.0,tp,19,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ES,mean_reversion,long,10055,10056,10068,2024-04-03 20:15:00+00:00,2024-04-03 20:30:00+00:00,2024-04-04 00:30:00+00:00,5270.5,5276.75,25.0,22.0,0.0437375745526839,500.0,500.0,3.0,signal,12,mean_reversion,legacy_ES_mean_reversion,train,balanced
futures,GC,,short,10120,10121,10129,2024-04-04 11:45:00+00:00,2024-04-04 12:00:00+00:00,2024-04-04 14:00:00+00:00,2308.6,2313.25724692139,-46.572469213901215,-49.572469213901215,-1.0,93.14493842780244,46.572469213901215,3.0,sl,8,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,YM,mean_reversion,short,10121,10122,10139,2024-04-04 14:00:00+00:00,2024-04-04 14:15:00+00:00,2024-04-04 18:30:00+00:00,39619.0,39229.0,390.0,387.0,0.7693836978131213,500.0,500.0,3.0,signal,17,mean_reversion,legacy_YM_mean_reversion,train,balanced
futures,SI,momentum,long,10159,10160,10214,2024-04-05 00:15:00+00:00,2024-04-05 00:30:00+00:00,2024-04-05 14:00:00+00:00,26.735,27.09,71.00000000000009,68.00000000000009,0.1351888667992049,500.0,500.0,3.0,signal,54,momentum,legacy_SI_momentum,train,balanced
futures,ES,mean_reversion,short,10252,10253,10403,2024-04-08 00:30:00+00:00,2024-04-08 00:45:00+00:00,2024-04-09 15:15:00+00:00,5249.75,5221.75,112.0,109.0,0.2166998011928429,500.0,500.0,3.0,signal,150,mean_reversion,legacy_ES_mean_reversion,train,balanced
futures,CL,momentum,short,10301,10302,10421,2024-04-08 08:00:00+00:00,2024-04-08 08:15:00+00:00,2024-04-09 15:00:00+00:00,86.05,85.67,37.999999999999545,34.999999999999545,0.115511551155114,500.0,300.0,3.0,signal,119,momentum,legacy_CL_momentum,train,balanced
futures,SI,momentum,long,10306,10307,10312,2024-04-08 14:00:00+00:00,2024-04-08 14:15:00+00:00,2024-04-08 15:30:00+00:00,27.43,27.895,92.99999999999996,89.99999999999997,0.1789264413518886,500.0,500.0,3.0,signal,5,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,long,10497,10498,10625,2024-04-10 15:45:00+00:00,2024-04-10 16:00:00+00:00,2024-04-12 01:45:00+00:00,28.095,28.835,148.0000000000004,145.0000000000004,0.2882703777335992,500.0,500.0,3.0,signal,127,momentum,legacy_SI_momentum,train,balanced
futures,CL,momentum,long,10585,10586,10687,2024-04-11 10:00:00+00:00,2024-04-11 10:15:00+00:00,2024-04-12 12:30:00+00:00,85.86,86.48,62.000000000000455,59.000000000000455,0.1947194719471962,500.0,300.0,3.0,signal,101,momentum,legacy_CL_momentum,train,balanced
futures,GC,,long,10679,10680,10681,2024-04-12 13:30:00+00:00,2024-04-12 13:45:00+00:00,2024-04-12 14:00:00+00:00,2420.1,2432.3898760547804,122.89876054780564,119.89876054780564,1.860355523020532,122.89876054780564,61.44938027390282,3.0,tp,1,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,SI,momentum,long,10766,10767,10772,2024-04-15 14:00:00+00:00,2024-04-15 14:15:00+00:00,2024-04-15 15:30:00+00:00,28.33,28.7,74.0000000000002,71.0000000000002,0.1411530815109347,500.0,500.0,3.0,signal,5,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,long,10828,10829,10949,2024-04-16 06:30:00+00:00,2024-04-16 06:45:00+00:00,2024-04-17 13:45:00+00:00,28.45,28.81,71.99999999999989,68.99999999999989,0.1371769383697811,500.0,500.0,3.0,signal,120,momentum,legacy_SI_momentum,train,balanced
futures,SI,momentum,long,10957,10958,11505,2024-04-17 15:45:00+00:00,2024-04-17 16:00:00+00:00,2024-04-25 14:45:00+00:00,28.545,27.535,-202.0000000000003,-205.0000000000003,-0.4075546719681914,500.0,500.0,3.0,signal,547,momentum,legacy_SI_momentum,train,balanced
futures,GC,,long,11034,11035,11047,2024-04-18 10:15:00+00:00,2024-04-18 10:30:00+00:00,2024-04-18 13:30:00+00:00,2396.7,2390.975529168658,-57.24470831341929,-60.24470831341929,-1.0,114.48941662683858,57.24470831341929,3.0,sl,12,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,YM,mean_reversion,short,11049,11050,11058,2024-04-18 16:00:00+00:00,2024-04-18 16:15:00+00:00,2024-04-18 18:15:00+00:00,38160.0,37937.0,223.0,220.0,0.4373757455268389,500.0,500.0,3.0,signal,8,mean_reversion,legacy_YM_mean_reversion,train,balanced
futures,ES,mean_reversion,long,11234,11235,11244,2024-04-22 16:00:00+00:00,2024-04-22 16:15:00+00:00,2024-04-22 18:30:00+00:00,5030.5,5073.5,172.0,169.0,0.3359840954274354,500.0,500.0,3.0,signal,9,mean_reversion,legacy_ES_mean_reversion,train,balanced
futures,CL,momentum,long,11319,11320,11540,2024-04-23 09:30:00+00:00,2024-04-23 09:45:00+00:00,2024-04-25 18:45:00+00:00,82.04,83.61,156.99999999999932,153.99999999999932,0.508250825082506,500.0,300.0,3.0,signal,220,momentum,legacy_CL_momentum,train,balanced
futures,CL,momentum,short,11682,11683,11708,2024-04-29 08:15:00+00:00,2024-04-29 08:30:00+00:00,2024-04-29 14:45:00+00:00,83.45,82.6,85.00000000000085,82.00000000000085,0.2706270627062734,500.0,300.0,3.0,signal,25,momentum,legacy_CL_momentum,train,balanced
futures,SI,momentum,short,11663,11664,11679,2024-04-29 08:30:00+00:00,2024-04-29 08:45:00+00:00,2024-04-29 12:45:00+00:00,27.4,27.215,36.999999999999744,33.999999999999744,0.0675944333996018,500.0,500.0,3.0,signal,15,momentum,legacy_SI_momentum,train,balanced
futures,GC,,short,11804,11805,11867,2024-04-30 18:45:00+00:00,2024-04-30 19:00:00+00:00,2024-05-01 11:30:00+00:00,2301.0,2306.4175060223,-54.17506022300027,-57.17506022300027,-1.0,108.35012044600056,54.17506022300027,3.0,sl,62,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
