phase,trades_before_exclusions,win_rate_pct_before_exclusions,profit_factor_pips_before_exclusions,avg_pnl_pips_before_exclusions,trades_per_day_before_exclusions,trades_per_week_before_exclusions,trades_after_exclusions,win_rate_pct_after_exclusions,profit_factor_pips_after_exclusions,avg_pnl_pips_after_exclusions,trades_per_day_after_exclusions,trades_per_week_after_exclusions,excluded_symbol_phases
momentum,1895,78.89182058047494,1.002329310086776,0.20679498153013692,2.595520045655586,18.1686403195891,1154,79.72270363951473,1.8428568076222387,23.819488128249567,1.5805963760878872,11.06417463261521,9
mean_reversion,1135,80.79295154185021,1.1978546580101224,11.502345286343502,1.5556824671616218,10.889777270131352,761,82.65440210249672,1.3884171810671044,24.66441208935602,1.043061107938321,7.3014277555682465,8
