market,symbol,strategy,variant_id,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,chosen_size_multiplier
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,138878,138879,138898,2024-09-16 14:30:00+00:00,2024-09-16 14:45:00+00:00,2024-09-16 19:30:00+00:00,0.6746,0.6757,-21.999999999999797,-24.999999999999797,-1.0,33.0000000000008,21.999999999999797,3.0,sl,19,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,139157,139158,139176,2024-09-19 15:15:00+00:00,2024-09-19 15:30:00+00:00,2024-09-19 20:00:00+00:00,0.6815,0.6819,7.999999999999119,4.999999999999119,0.10416666666664944,67.49999999999811,44.99999999999948,3.0,session_close,18,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,139344,139345,139360,2024-09-23 16:00:00+00:00,2024-09-23 16:15:00+00:00,2024-09-23 20:00:00+00:00,0.68445,0.6846,-2.9999999999996696,-5.99999999999967,-0.18181818181817774,44.999999999997264,29.999999999998916,3.0,session_close,15,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,139610,139611,139617,2024-09-26 13:30:00+00:00,2024-09-26 13:45:00+00:00,2024-09-26 15:15:00+00:00,0.6881,0.6895,-27.999999999999137,-30.999999999999137,-1.0,41.99999999999759,27.999999999999137,3.0,sl,6,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,140071,140072,140072,2024-10-03 13:45:00+00:00,2024-10-03 14:00:00+00:00,2024-10-03 14:00:00+00:00,0.6854,0.68405,-26.999999999999247,-29.999999999999247,-1.0,40.49999999999887,26.999999999999247,3.0,sl,1,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,140349,140350,140370,2024-10-08 14:15:00+00:00,2024-10-08 14:30:00+00:00,2024-10-08 19:30:00+00:00,0.67325,0.67505,-36.000000000000476,-39.000000000000476,-1.0,54.00000000000071,36.000000000000476,3.0,sl,20,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,140714,140715,140740,2024-10-14 13:30:00+00:00,2024-10-14 13:45:00+00:00,2024-10-14 20:00:00+00:00,0.6726,0.67305,9.00000000000123,6.000000000001229,0.14634146341466323,57.000000000000384,38.000000000000256,3.0,session_close,25,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,140810,140811,140832,2024-10-15 14:30:00+00:00,2024-10-15 14:45:00+00:00,2024-10-15 20:00:00+00:00,0.67145,0.6706,17.000000000000348,14.000000000000348,0.3888888888888899,49.500000000002316,33.0000000000008,3.0,session_close,21,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,short,141083,141084,141108,2024-10-18 13:45:00+00:00,2024-10-18 14:00:00+00:00,2024-10-18 20:00:00+00:00,0.67145,0.67095,9.999999999998899,6.999999999998899,0.3181818181817663,28.500000000000192,19.000000000000128,3.0,session_close,24,1
futures,6A,tori_trendline_break,tori_trendline_break|ny|range=192|entry=150|rr=1.5|sl_atr=1|tp_atr=1.5|threshold=0.6|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=32,long,141174,141175,141178,2024-10-21 13:30:00+00:00,2024-10-21 13:45:00+00:00,2024-10-21 14:30:00+00:00,0.6697,0.6684,-25.999999999999357,-28.999999999999357,-1.0,38.999999999997925,25.999999999999357,3.0,sl,3,1
