market,symbol,strategy,variant_id,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,size_multiplier,dollars_per_unit,pnl_dollars,risk_dollars,target_dollars,session_key,selection_key
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,129262,129263,129284,2024-04-26 14:30:00+00:00,2024-04-26 14:45:00+00:00,2024-04-26 20:00:00+00:00,83.45,83.67,-21.999999999999886,-24.999999999999886,-0.3207471366968924,149.8860369414615,74.94301847073075,3.0,session_close,21,15,1.0,-374.9999999999983,1169.1452770609612,2248.2905541219225,2024-04-26,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,130184,130185,130204,2024-05-10 15:00:00+00:00,2024-05-10 15:15:00+00:00,2024-05-10 20:00:00+00:00,79.11,78.34,76.9999999999996,73.9999999999996,0.9435799871665158,150.84944786125618,75.42472393062809,3.0,session_close,19,15,1.0,1109.999999999994,1176.3708589594214,2262.741717918843,2024-05-10,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,131008,131009,131014,2024-05-23 14:00:00+00:00,2024-05-23 14:15:00+00:00,2024-05-23 15:30:00+00:00,77.99,76.97525873333079,101.47412666692048,98.47412666692048,1.8325178295629712,101.47412666692048,50.73706333346024,3.0,tp,5,15,1.0,1477.1119000038072,806.0559500019036,1522.1119000038072,2024-05-23,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,138425,138426,138444,2024-09-13 15:15:00+00:00,2024-09-13 15:30:00+00:00,2024-09-13 20:00:00+00:00,69.37,69.22,15.000000000000568,12.000000000000568,0.17061072713631156,134.6711078654863,67.33555393274315,3.0,session_close,18,15,1.0,180.00000000000853,1055.0333089911474,2020.0666179822947,2024-09-13,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,141641,141642,141664,2024-11-01 14:15:00+00:00,2024-11-01 14:30:00+00:00,2024-11-01 20:00:00+00:00,70.42,69.54,87.99999999999955,84.99999999999955,1.087347448932273,150.34377049114482,75.17188524557241,3.0,session_close,22,15,1.0,1274.9999999999932,1172.5782786835862,2255.1565573671724,2024-11-01,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,long,141916,141917,141940,2024-11-06 15:00:00+00:00,2024-11-06 15:15:00+00:00,2024-11-06 21:00:00+00:00,71.82,71.83,1.0000000000005116,-1.9999999999994884,-0.02412012248372448,159.83663713557235,79.91831856778617,3.0,session_close,23,15,1.0,-29.999999999992326,1243.7747785167926,2397.549557033585,2024-11-06,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,142833,142834,142857,2024-11-20 15:00:00+00:00,2024-11-20 15:15:00+00:00,2024-11-20 21:00:00+00:00,69.37,69.15,21.999999999999886,18.999999999999886,0.3691617645558419,96.93590411704633,48.46795205852317,3.0,session_close,23,15,1.0,284.9999999999983,772.0192808778475,1454.038561755695,2024-11-20,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,145101,145102,145125,2024-12-26 15:00:00+00:00,2024-12-26 15:15:00+00:00,2024-12-26 21:00:00+00:00,70.17,69.57,60.00000000000085,57.00000000000085,1.071891552217085,100.35404277998623,50.177021389993115,3.0,session_close,23,15,1.0,855.0000000000127,797.6553208498967,1505.3106416997935,2024-12-26,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,148312,148313,148335,2025-02-14 15:15:00+00:00,2025-02-14 15:30:00+00:00,2025-02-14 21:00:00+00:00,70.96,70.66,29.999999999999716,26.999999999999716,0.3563480967763027,145.53722017462576,72.76861008731288,3.0,session_close,22,15,1.0,404.99999999999574,1136.5291513096931,2183.0583026193863,2025-02-14,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
futures,CL,ict_sweep_fvg,ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,short,150788,150789,150809,2025-03-25 14:45:00+00:00,2025-03-25 15:00:00+00:00,2025-03-25 20:00:00+00:00,69.08,69.12,-4.000000000000625,-7.000000000000625,-0.17027217334162814,76.22130325377441,38.110651626887204,3.0,session_close,20,15,1.0,-105.00000000000938,616.6597744033081,1143.3195488066162,2025-03-25,CL	ict_sweep_fvg	ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24
