variant,period,trades,wins,losses,win_rate_pct,profit_factor_r,total_r,avg_r,max_drawdown_r,trades_per_week
core_plus_gc,full_2y,295,198,97,67.11864406779661,1.8684839751453008,71.73278885915315,0.24316199613272252,9.51404778873927,2.834794297235847
core_plus_gc,train,198,134,64,67.67676767676768,2.0553313810722895,53.86489116501589,0.2720449048738176,3.7843880115533217,2.538122579783683
core_plus_gc,final_6m_holdout,97,64,33,65.97938144329896,1.5662520501607256,17.867897694137262,0.18420513086739446,9.514047788739262,3.833450952717008
