phase,base_trades,base_win_rate_pct,base_profit_factor_atr,trades,wins,losses,win_rate_pct,confidence_pct,confidence_lower_95_pct,profit_factor_atr,avg_pnl_atr,trades_per_day,trades_per_week,active_days,trades_per_active_day,active_weeks,trades_per_active_week
momentum,9475,69.32981530343008,1.0432211421193944,1895,1495,400,78.89182058047494,78.88677732874653,77.05023146969219,1.108740169433414,0.2194822018897212,2.594409583571021,18.16086708499715,513,3.6939571150097468,105,18.047619047619047
mean_reversion,7093,70.49203440011279,1.052727797383158,1135,917,218,80.79295154185021,80.78388383309868,78.49369648469796,1.0706801704082167,0.13158670033954248,1.5547501498244913,10.883251048771438,405,2.802469135802469,105,10.80952380952381
