market,symbol,phase,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,strategy,variant_id,period,source
futures,GC,,long,16963,16964,16974,2024-07-18 06:30:00+00:00,2024-07-18 06:45:00+00:00,2024-07-18 09:15:00+00:00,2473.8,2468.767076819729,-50.329231802705245,-53.329231802705245,-1.0,100.65846360541047,50.329231802705245,3.0,sl,10,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,short,17168,17169,17178,2024-07-22 11:45:00+00:00,2024-07-22 12:00:00+00:00,2024-07-22 14:15:00+00:00,2399.6,2389.893895565192,97.06104434808134,94.06104434808134,1.8253462293744445,97.06104434808134,48.53052217404067,3.0,tp,9,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,short,17425,17426,17454,2024-07-25 12:45:00+00:00,2024-07-25 13:00:00+00:00,2024-07-25 20:00:00+00:00,110.921875,110.828125,6.0,3.0,0.0566037735849056,15.0,50.0,3.0,signal,28,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,18549,18550,18550,2024-08-12 13:15:00+00:00,2024-08-12 13:30:00+00:00,2024-08-12 13:30:00+00:00,2485.5,2494.171377195397,86.71377195396826,83.71377195396826,1.8058540859610708,86.71377195396826,43.35688597698413,3.0,tp,0,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,YM,mean_reversion,long,18605,18606,18612,2024-08-13 11:45:00+00:00,2024-08-13 12:00:00+00:00,2024-08-13 13:30:00+00:00,39479.0,39609.0,130.0,127.0,0.2524850894632207,500.0,500.0,3.0,signal,6,mean_reversion,legacy_YM_mean_reversion,train,core
futures,GC,,long,19358,19359,19380,2024-08-23 08:30:00+00:00,2024-08-23 08:45:00+00:00,2024-08-23 14:00:00+00:00,2533.4,2542.5050036449275,91.0500364492747,88.0500364492747,1.8145286631663649,91.0500364492747,45.52501822463735,3.0,tp,21,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,short,19461,19462,19482,2024-08-26 15:45:00+00:00,2024-08-26 16:00:00+00:00,2024-08-26 22:00:00+00:00,113.671875,113.59375,5.0,2.0,0.0377358490566037,15.0,50.0,3.0,signal,20,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ZN,mean_reversion,short,19632,19633,19657,2024-08-28 12:30:00+00:00,2024-08-28 12:45:00+00:00,2024-08-28 18:45:00+00:00,113.5625,113.5,4.0,1.0,0.0188679245283018,15.0,50.0,3.0,signal,24,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,19693,19694,19731,2024-08-29 00:15:00+00:00,2024-08-29 00:30:00+00:00,2024-08-29 09:45:00+00:00,2547.2,2555.8830903507637,86.83090350763668,83.83090350763668,1.806099054087961,86.83090350763668,43.41545175381834,3.0,tp,37,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,19731,19732,19740,2024-08-29 09:45:00+00:00,2024-08-29 10:00:00+00:00,2024-08-29 12:00:00+00:00,2556.2,2551.9585774215298,-42.41422578469874,-45.41422578469874,-1.0,84.82845156939749,42.41422578469874,3.0,sl,8,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ES,mean_reversion,long,19829,19830,19834,2024-08-30 18:30:00+00:00,2024-08-30 18:45:00+00:00,2024-08-30 19:45:00+00:00,5625.75,5639.25,54.0,51.0,0.1013916500994035,500.0,500.0,3.0,signal,4,mean_reversion,legacy_ES_mean_reversion,train,core
futures,GC,,long,20509,20510,20514,2024-09-10 23:45:00+00:00,2024-09-11 00:00:00+00:00,2024-09-11 01:00:00+00:00,2547.5,2543.717188850611,-37.82811149389316,-40.82811149389316,-1.0,75.65622298778632,37.82811149389316,3.0,sl,4,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,20516,20517,20536,2024-09-11 01:30:00+00:00,2024-09-11 01:45:00+00:00,2024-09-11 06:30:00+00:00,2549.2,2556.732921912804,75.32921912803721,72.32921912803721,1.778677329095433,75.32921912803721,37.664609564018605,3.0,tp,19,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,20696,20697,20715,2024-09-13 00:30:00+00:00,2024-09-13 00:45:00+00:00,2024-09-13 05:15:00+00:00,2589.2,2598.323377329077,91.23377329077192,88.23377329077191,1.8148791372502635,91.23377329077192,45.616886645385954,3.0,tp,18,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,21553,21554,21563,2024-09-26 07:45:00+00:00,2024-09-26 08:00:00+00:00,2024-09-26 10:15:00+00:00,2687.7,2696.3434055577904,86.43405557790805,83.43405557790805,1.8052665774809729,86.43405557790805,43.21702778895403,3.0,tp,9,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,YM,mean_reversion,short,21534,21535,21638,2024-09-26 12:00:00+00:00,2024-09-26 12:15:00+00:00,2024-09-27 15:00:00+00:00,42432.0,42932.0,-500.0,-503.0,-1.0,500.0,500.0,3.0,sl,103,mean_reversion,legacy_YM_mean_reversion,train,core
futures,ES,mean_reversion,long,21701,21702,21756,2024-09-30 07:30:00+00:00,2024-09-30 07:45:00+00:00,2024-09-30 22:15:00+00:00,5794.5,5804.0,38.0,35.0,0.0695825049701789,500.0,500.0,3.0,signal,54,mean_reversion,legacy_ES_mean_reversion,train,core
futures,YM,mean_reversion,long,21729,21730,21769,2024-09-30 14:45:00+00:00,2024-09-30 15:00:00+00:00,2024-10-01 01:45:00+00:00,42573.0,42641.0,68.0,65.0,0.1292246520874751,500.0,500.0,3.0,signal,39,mean_reversion,legacy_YM_mean_reversion,train,core
futures,GC,,long,21818,21819,21842,2024-10-01 05:00:00+00:00,2024-10-01 05:15:00+00:00,2024-10-01 11:00:00+00:00,2663.8,2673.0055878483704,92.05587848370234,89.05587848370234,1.816431199451324,92.05587848370234,46.02793924185117,3.0,tp,23,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,YM,mean_reversion,short,22094,22095,22198,2024-10-04 14:00:00+00:00,2024-10-04 14:15:00+00:00,2024-10-07 17:00:00+00:00,42433.0,42417.0,16.0,13.0,0.025844930417495,500.0,500.0,3.0,signal,103,mean_reversion,legacy_YM_mean_reversion,train,core
futures,GC,,long,22834,22835,22846,2024-10-16 06:00:00+00:00,2024-10-16 06:15:00+00:00,2024-10-16 09:00:00+00:00,2689.6,2698.128968241646,85.28968241645948,82.28968241645948,1.8028254724571744,85.28968241645948,42.64484120822974,3.0,tp,11,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,22943,22944,22949,2024-10-17 10:15:00+00:00,2024-10-17 10:30:00+00:00,2024-10-17 11:45:00+00:00,2702.4,2698.14826928818,-42.51730711820595,-45.51730711820595,-1.0,85.0346142364119,42.51730711820595,3.0,sl,5,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,22998,22999,23001,2024-10-18 01:00:00+00:00,2024-10-18 01:15:00+00:00,2024-10-18 01:45:00+00:00,2712.8,2721.358868737085,85.58868737085064,82.58868737085064,1.803469178162621,85.58868737085064,42.79434368542532,3.0,tp,2,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,23069,23070,23095,2024-10-18 18:45:00+00:00,2024-10-18 19:00:00+00:00,2024-10-21 02:15:00+00:00,2735.7,2745.016109184243,93.16109184243054,90.16109184243054,1.8184771903419288,93.16109184243054,46.58054592121527,3.0,tp,25,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,23220,23221,23223,2024-10-22 10:30:00+00:00,2024-10-22 10:45:00+00:00,2024-10-22 11:15:00+00:00,2752.7,2748.4307419328497,-42.69258067149892,-45.69258067149892,-1.0,85.38516134299783,42.69258067149892,3.0,sl,2,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,short,23386,23387,23391,2024-10-24 12:30:00+00:00,2024-10-24 12:45:00+00:00,2024-10-24 13:45:00+00:00,111.25,111.15625,6.0,3.0,0.0566037735849056,15.0,50.0,3.0,signal,4,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,23412,23413,23417,2024-10-24 12:30:00+00:00,2024-10-24 12:45:00+00:00,2024-10-24 13:45:00+00:00,2754.0,2749.6611865006803,-43.38813499319804,-46.38813499319804,-1.0,86.77626998639607,43.38813499319804,3.0,sl,4,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,long,23394,23395,23401,2024-10-24 14:30:00+00:00,2024-10-24 14:45:00+00:00,2024-10-24 16:15:00+00:00,111.296875,111.328125,2.0,-1.0,-0.0188679245283018,15.0,50.0,3.0,signal,6,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ZN,mean_reversion,short,23412,23413,23418,2024-10-24 19:00:00+00:00,2024-10-24 19:15:00+00:00,2024-10-24 20:30:00+00:00,111.265625,111.21875,3.0,0.0,0.0,15.0,50.0,3.0,signal,5,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ZN,mean_reversion,short,23464,23465,23494,2024-10-25 09:00:00+00:00,2024-10-25 09:15:00+00:00,2024-10-25 16:30:00+00:00,111.25,111.203125,3.0,0.0,0.0,15.0,50.0,3.0,signal,29,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,23642,23643,23646,2024-10-29 01:00:00+00:00,2024-10-29 01:15:00+00:00,2024-10-29 02:00:00+00:00,2760.7,2769.354446529373,86.54446529373692,83.54446529373692,1.8054989032259483,86.54446529373692,43.27223264686846,3.0,tp,3,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,23730,23731,23756,2024-10-30 00:00:00+00:00,2024-10-30 00:15:00+00:00,2024-10-30 06:30:00+00:00,2790.7,2799.655677524701,89.55677524701,86.55677524701,1.811630311367553,89.55677524701,44.778387623505,3.0,tp,25,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,short,23763,23764,23777,2024-10-30 14:45:00+00:00,2024-10-30 15:00:00+00:00,2024-10-30 18:15:00+00:00,110.84375,110.765625,5.0,2.0,0.0377358490566037,15.0,50.0,3.0,signal,13,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ES,mean_reversion,short,23762,23763,23770,2024-10-30 16:45:00+00:00,2024-10-30 17:00:00+00:00,2024-10-30 18:45:00+00:00,5873.0,5864.75,33.0,30.0,0.0596421471172962,500.0,500.0,3.0,signal,7,mean_reversion,legacy_ES_mean_reversion,train,core
futures,ZN,mean_reversion,long,24105,24106,24159,2024-11-05 09:15:00+00:00,2024-11-05 09:30:00+00:00,2024-11-05 23:45:00+00:00,110.40625,110.640625,15.0,12.0,0.2264150943396226,15.0,50.0,3.0,tp,53,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,24328,24329,24332,2024-11-07 12:30:00+00:00,2024-11-07 12:45:00+00:00,2024-11-07 13:30:00+00:00,2677.4,2690.974598370802,135.74598370802062,132.74598370802062,1.873012274992724,135.74598370802062,67.87299185401031,3.0,tp,3,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,short,24499,24500,24502,2024-11-11 09:15:00+00:00,2024-11-11 09:30:00+00:00,2024-11-11 10:00:00+00:00,2672.1,2677.706620333355,-56.06620333355331,-59.06620333355331,-1.0,112.13240666710662,56.06620333355331,3.0,sl,2,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ES,mean_reversion,long,24594,24595,24681,2024-11-12 18:45:00+00:00,2024-11-12 19:00:00+00:00,2024-11-13 17:30:00+00:00,6017.75,6027.5,39.0,36.0,0.0715705765407554,500.0,500.0,3.0,signal,86,mean_reversion,legacy_ES_mean_reversion,train,core
futures,ES,mean_reversion,short,24689,24690,24725,2024-11-13 19:30:00+00:00,2024-11-13 19:45:00+00:00,2024-11-14 05:30:00+00:00,6013.75,6008.75,20.0,17.0,0.0337972166998011,500.0,500.0,3.0,signal,35,mean_reversion,legacy_ES_mean_reversion,train,core
futures,ZN,mean_reversion,short,24787,24788,24792,2024-11-14 18:45:00+00:00,2024-11-14 19:00:00+00:00,2024-11-14 20:00:00+00:00,109.515625,109.28125,15.0,12.0,0.2264150943396226,15.0,50.0,3.0,tp,4,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,24882,24883,24884,2024-11-15 13:00:00+00:00,2024-11-15 13:15:00+00:00,2024-11-15 13:30:00+00:00,2578.5,2572.786522792478,-57.13477207521855,-60.13477207521855,-1.0,114.2695441504371,57.13477207521855,3.0,sl,1,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,long,24952,24953,24970,2024-11-18 14:00:00+00:00,2024-11-18 14:15:00+00:00,2024-11-18 18:30:00+00:00,109.453125,109.640625,12.0,9.0,0.1698113207547169,15.0,50.0,3.0,signal,17,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,25018,25019,25020,2024-11-19 01:00:00+00:00,2024-11-19 01:15:00+00:00,2024-11-19 01:30:00+00:00,2622.0,2616.854009966339,-51.45990033660871,-54.45990033660871,-1.0,102.91980067321742,51.45990033660871,3.0,sl,1,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,long,25140,25141,25159,2024-11-20 15:00:00+00:00,2024-11-20 15:15:00+00:00,2024-11-20 19:45:00+00:00,109.6875,109.75,4.0,1.0,0.0188679245283018,15.0,50.0,3.0,signal,18,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ES,mean_reversion,long,25205,25206,25213,2024-11-21 10:30:00+00:00,2024-11-21 10:45:00+00:00,2024-11-21 12:30:00+00:00,5924.75,5955.0,121.0,118.0,0.2345924453280318,500.0,500.0,3.0,signal,7,mean_reversion,legacy_ES_mean_reversion,train,core
futures,YM,mean_reversion,long,25204,25205,25207,2024-11-21 10:30:00+00:00,2024-11-21 10:45:00+00:00,2024-11-21 11:15:00+00:00,43494.0,43538.0,44.0,41.0,0.0815109343936381,500.0,500.0,3.0,signal,2,mean_reversion,legacy_YM_mean_reversion,train,core
futures,ZN,mean_reversion,short,25218,25219,25246,2024-11-21 11:30:00+00:00,2024-11-21 11:45:00+00:00,2024-11-21 18:30:00+00:00,109.6875,109.546875,9.0,6.0,0.1132075471698113,15.0,50.0,3.0,signal,27,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ES,mean_reversion,short,25221,25222,25613,2024-11-21 14:30:00+00:00,2024-11-21 14:45:00+00:00,2024-11-27 20:30:00+00:00,5931.5,6013.75,-329.0,-332.0,-0.6600397614314115,500.0,500.0,3.0,signal,391,mean_reversion,legacy_ES_mean_reversion,train,core
futures,GC,,long,25294,25295,25302,2024-11-22 01:00:00+00:00,2024-11-22 01:15:00+00:00,2024-11-22 03:00:00+00:00,2679.8,2689.472050810388,96.72050810387816,93.72050810387816,1.824767221928097,96.72050810387816,48.36025405193908,3.0,tp,7,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,25376,25377,25378,2024-11-22 21:30:00+00:00,2024-11-22 21:45:00+00:00,2024-11-24 23:00:00+00:00,2713.9,2708.361531085185,-55.38468914815168,-58.38468914815168,-1.0,110.76937829630336,55.38468914815168,3.0,sl,1,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,25621,25622,25622,2024-11-27 13:45:00+00:00,2024-11-27 14:00:00+00:00,2024-11-27 14:00:00+00:00,2656.1,2650.243565948936,-58.56434051063928,-61.56434051063928,-1.0,117.12868102127857,58.56434051063928,3.0,sl,0,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,short,25939,25940,25962,2024-12-03 15:30:00+00:00,2024-12-03 15:45:00+00:00,2024-12-03 21:15:00+00:00,111.046875,110.90625,9.0,6.0,0.1132075471698113,15.0,50.0,3.0,signal,22,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ES,mean_reversion,long,26193,26194,26199,2024-12-06 12:15:00+00:00,2024-12-06 12:30:00+00:00,2024-12-06 13:45:00+00:00,6086.25,6095.0,35.0,32.0,0.0636182902584493,500.0,500.0,3.0,signal,5,mean_reversion,legacy_ES_mean_reversion,train,core
futures,GC,,long,26312,26313,26316,2024-12-09 13:30:00+00:00,2024-12-09 13:45:00+00:00,2024-12-09 14:30:00+00:00,2684.4,2695.52822418713,111.2822418713011,108.2822418713011,1.8465240797515436,111.2822418713011,55.64112093565055,3.0,tp,3,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,26437,26438,26445,2024-12-10 21:45:00+00:00,2024-12-10 23:00:00+00:00,2024-12-11 00:45:00+00:00,2721.2,2731.1319200461567,99.31920046156638,96.31920046156638,1.8290909927048995,99.31920046156638,49.65960023078319,3.0,tp,7,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ES,mean_reversion,short,26660,26661,26668,2024-12-13 14:00:00+00:00,2024-12-13 14:15:00+00:00,2024-12-13 16:00:00+00:00,6076.25,6048.0,113.0,110.0,0.2186878727634194,500.0,500.0,3.0,signal,7,mean_reversion,legacy_ES_mean_reversion,train,core
futures,GC,,long,26904,26905,26915,2024-12-18 00:30:00+00:00,2024-12-18 00:45:00+00:00,2024-12-18 03:15:00+00:00,2665.7,2661.1285235198848,-45.714764801151546,-48.714764801151546,-1.0,91.42952960230308,45.714764801151546,3.0,sl,10,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,27112,27113,27141,2024-12-20 06:30:00+00:00,2024-12-20 06:45:00+00:00,2024-12-20 13:45:00+00:00,2618.5,2629.247060065911,107.47060065910672,104.47060065910672,1.8413686021273796,107.47060065910672,53.73530032955336,3.0,tp,28,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,27141,27142,27144,2024-12-20 13:45:00+00:00,2024-12-20 14:00:00+00:00,2024-12-20 14:30:00+00:00,2625.1,2635.521904050404,104.21904050404083,101.21904050404083,1.8366888341825105,104.21904050404083,52.10952025202042,3.0,tp,2,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,short,27146,27147,27157,2024-12-20 18:15:00+00:00,2024-12-20 18:30:00+00:00,2024-12-20 21:00:00+00:00,109.03125,108.953125,5.0,2.0,0.0377358490566037,15.0,50.0,3.0,signal,10,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,YM,mean_reversion,long,27222,27223,27235,2024-12-23 16:45:00+00:00,2024-12-23 17:00:00+00:00,2024-12-23 20:00:00+00:00,43190.0,43210.0,20.0,17.0,0.0337972166998011,500.0,500.0,3.0,signal,12,mean_reversion,legacy_YM_mean_reversion,train,core
futures,ZN,mean_reversion,long,27477,27478,27488,2024-12-27 12:45:00+00:00,2024-12-27 13:00:00+00:00,2024-12-27 15:30:00+00:00,108.546875,108.671875,8.0,5.0,0.0943396226415094,15.0,50.0,3.0,signal,10,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,27721,27722,27753,2025-01-02 01:00:00+00:00,2025-01-02 01:15:00+00:00,2025-01-02 09:00:00+00:00,2643.0,2651.1846671654166,81.84667165416614,78.84667165416614,1.795097530036628,81.84667165416614,40.92333582708307,3.0,tp,31,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,short,27891,27892,27905,2025-01-03 20:30:00+00:00,2025-01-03 20:45:00+00:00,2025-01-06 01:00:00+00:00,2651.9,2656.2889873832123,-43.88987383212091,-46.88987383212091,-1.0,87.77974766424182,43.88987383212091,3.0,sl,13,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,28014,28015,28043,2025-01-07 05:15:00+00:00,2025-01-07 05:30:00+00:00,2025-01-07 12:30:00+00:00,2653.8,2663.167124135113,93.67124135113258,90.67124135113258,1.819406282534521,93.67124135113258,46.83562067556629,3.0,tp,28,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,28291,28292,28303,2025-01-10 05:30:00+00:00,2025-01-10 05:45:00+00:00,2025-01-10 08:30:00+00:00,2700.1,2708.295999381196,81.95999381195863,78.95999381195863,1.7953615135708114,81.95999381195863,40.97999690597931,3.0,tp,11,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,short,28391,28392,28395,2025-01-13 07:30:00+00:00,2025-01-13 07:45:00+00:00,2025-01-13 08:30:00+00:00,2709.6,2714.850235363672,-52.5023536367191,-55.5023536367191,-1.0,105.0047072734382,52.5023536367191,3.0,sl,3,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,short,28751,28752,28766,2025-01-17 05:30:00+00:00,2025-01-17 05:45:00+00:00,2025-01-17 09:15:00+00:00,2741.7,2733.050705510368,86.49294489631666,83.49294489631666,1.805390562272855,86.49294489631666,43.24647244815833,3.0,tp,14,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,short,28955,28956,28977,2025-01-21 23:00:00+00:00,2025-01-21 23:15:00+00:00,2025-01-22 04:30:00+00:00,108.671875,108.640625,2.0,-1.0,-0.0188679245283018,15.0,50.0,3.0,signal,21,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,GC,,long,28998,28999,29032,2025-01-22 00:45:00+00:00,2025-01-22 01:00:00+00:00,2025-01-22 09:15:00+00:00,2762.9,2773.1273888577625,102.2738885776239,99.2738885776239,1.8337549317156423,102.2738885776239,51.13694428881195,3.0,tp,33,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,GC,,long,29181,29182,29187,2025-01-24 00:30:00+00:00,2025-01-24 00:45:00+00:00,2025-01-24 02:00:00+00:00,2767.7,2777.1454609828693,94.45460982869396,91.45460982869396,1.8208145944651464,94.45460982869396,47.22730491434697,3.0,tp,5,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
futures,ZN,mean_reversion,long,29204,29205,29229,2025-01-24 15:15:00+00:00,2025-01-24 15:30:00+00:00,2025-01-24 21:30:00+00:00,108.46875,108.515625,3.0,0.0,0.0,15.0,50.0,3.0,signal,24,mean_reversion,legacy_ZN_mean_reversion,train,core
futures,ES,mean_reversion,long,29356,29357,29373,2025-01-28 13:15:00+00:00,2025-01-28 13:30:00+00:00,2025-01-28 17:30:00+00:00,6064.0,6088.5,98.0,95.0,0.1888667992047713,500.0,500.0,3.0,signal,16,mean_reversion,legacy_ES_mean_reversion,train,core
futures,GC,,long,29417,29418,29424,2025-01-28 13:30:00+00:00,2025-01-28 13:45:00+00:00,2025-01-28 15:15:00+00:00,2752.0,2761.6243764194683,96.24376419468396,93.24376419468396,1.823950143641759,96.24376419468396,48.12188209734197,3.0,tp,6,squeeze_breakout,strategy=squeeze_breakout|lookback=55|threshold=0.25|adx_min=None|adx_max=None|session=all|tp_atr=3.0|sl_atr=1.5|max_bars=96,train,new_gc_squeeze
