dataset,stage,feature,operator,lower,upper,value,label,rule,before_trades,after_trades,before_win_rate_pct,after_win_rate_pct,posterior_mean_pct,posterior_lower_95_pct,posterior_upper_95_pct,avg_pnl_points,profit_factor
momentum,1,atr_pct,<=,,0.0010702503998263194,,bottom 30%,atr_pct <= 0.00107025 (bottom 30%),1087,326,59.337626494940196,69.01840490797547,68.98880008102428,63.983066511318434,73.99453365073013,0.8526993865030592,1.2934987462056189
mean_reversion,1,vol48,<=,,0.0007348739301137231,,bottom 30%,vol48 <= 0.000734874 (bottom 30%),831,250,47.292418772563174,57.599999999999994,57.558933939332924,51.456468704978406,63.661399173687435,0.66058,1.1291688827707036
naked_long_4bar,1,pos12,<=,,0.12160566706023249,,bottom 10%,pos12 <= 0.121606 (bottom 10%),69751,6976,51.98778512136026,55.174885321100916,55.17442852015498,54.007558644384915,56.34129839592505,0.24607110091742848,1.1427568127276517
naked_short_4bar,1,pos12,>=,0.9165284687672863,,,top 9%,pos12 >= 0.916528 (top 9%),69751,6976,47.93766397614371,51.132454128440365,51.13199622530832,49.95912788795263,52.304864562664,-0.09693807339449291,0.9487376968653172
