scope,trades,wins,losses,win_rate_pct,profit_factor_dollars,total_pnl,avg_pnl,daily_profit_lock,daily_loss_stop,starts,pass_rate_pct,fail_rate_pct,incomplete_rate_pct,median_pass_days,avg_pass_win_rate_pct,p50_final_pnl
risk_gated_selected_trades,1135.0,799.0,336.0,70.39647577092512,1.9842049599223577,211944.85316096625,186.73555344578523,,,,,,,,,
challenge_7d,,,,,,,,2900.0,1200.0,478.0,7.740585774058577,3.9748953974895396,88.28451882845188,4.708333333333333,87.2639335139335,1790.5115625000399
challenge_14d,,,,,,,,2900.0,1200.0,478.0,25.313807531380757,8.99581589958159,65.69037656903765,8.833333333333334,82.17981980229601,3139.7500000000146
challenge_30d,,,,,,,,2900.0,1200.0,478.0,63.38912133891213,12.552301255230125,24.05857740585774,17.09375,78.37208059105774,6101.999999999964
challenge_eventual,,,,,,,,2900.0,1200.0,478.0,82.63598326359832,14.01673640167364,3.3472803347280333,20.875,76.87836124079404,6232.517037309779
