scope,trades,wins,losses,win_rate_pct,profit_factor_dollars,total_pnl,avg_pnl,daily_profit_lock,daily_loss_stop,starts,pass_rate_pct,fail_rate_pct,incomplete_rate_pct,median_pass_days,avg_pass_win_rate_pct,p50_final_pnl
risk_gated_selected_trades,1161.0,815.0,346.0,70.19810508182601,1.9983778035976718,224043.34240056074,192.9744551253753,,,,,,,,,
challenge_7d,,,,,,,,2900.0,1200.0,480.0,8.958333333333334,3.958333333333333,87.08333333333333,4.541666666666667,87.03672002079485,1848.2499999999782
challenge_14d,,,,,,,,2900.0,1200.0,480.0,29.166666666666668,9.375,61.458333333333336,8.833333333333334,81.92708553715875,3383.9990977268535
challenge_30d,,,,,,,,2900.0,1200.0,480.0,69.58333333333333,12.5,17.916666666666668,16.276041666666664,77.62188290610014,6160.3438925944065
challenge_eventual,,,,,,,,2900.0,1200.0,480.0,83.75,12.916666666666668,3.3333333333333335,19.796875,76.70289695448686,6256.967925456112
