dataset,stage,feature,operator,lower,upper,value,label,rule,before_trades,after_trades,before_win_rate_pct,after_win_rate_pct,posterior_mean_pct,posterior_lower_95_pct,posterior_upper_95_pct,avg_pnl_points,profit_factor
momentum,1,atr_pct,<=,,0.0010015316366252065,,bottom 20%,atr_pct <= 0.00100153 (bottom 20%),1087,218,59.337626494940196,70.64220183486239,70.59058276938329,64.56968401990777,76.61148151885881,1.1970871559633023,1.491547451992352
mean_reversion,1,atr_regime,<=,,0.9273049402725327,,bottom 20%,atr_regime <= 0.927305 (bottom 20%),831,167,47.292418772563174,61.67664670658682,61.59102630221764,54.25792320430577,68.92412940012952,2.8870359281437126,1.6411412309922275
naked_long_4bar,1,pos12,<=,,0.12160566706023249,,bottom 10%,pos12 <= 0.121606 (bottom 10%),69751,6976,51.98778512136026,55.174885321100916,55.17442852015498,54.007558644384915,56.34129839592505,0.24607110091742848,1.1427568127276517
naked_long_4bar,2,abs_signal_move_atr,between,0.6051949639505019,1.3687236204449116,,30-60%,0.605195 <= abs_signal_move_atr <= 1.36872 (30-60%),6976,2093,55.174885321100916,57.90731008122313,57.906005198338626,55.79185454470004,60.02015585197722,0.36706545628284454,1.250697007826325
naked_short_4bar,1,pos12,>=,0.9165284687672863,,,top 9%,pos12 >= 0.916528 (top 9%),69751,6976,47.93766397614371,51.132454128440365,51.13199622530832,49.95912788795263,52.304864562664,-0.09693807339449291,0.9487376968653172
naked_short_4bar,2,chop48,between,47.56841083142037,53.52494781011432,,50-80%,47.5684 <= chop48 <= 53.5249 (50-80%),6976,2093,51.132454128440365,54.18060200668896,54.17914634867643,52.04555262737929,56.31274006997358,0.11518681318682134,1.068748911032151
