period,trades,wins,losses,win_rate_pct,profit_factor_r,total_r,avg_r,max_drawdown_r,trades_per_day,trades_per_week,max_concurrent_positions
full_2y,418,343,75,82.05741626794259,2.1805025264971003,32.72910813343978,0.07829930175464062,3.1131983861201746,0.5739130434782609,4.017391304347826,4
final_6m_holdout,112,91,21,81.25,1.6315455238718435,6.844728750604893,0.061113649558972256,3.113198386120171,0.6128241664291821,4.289769165004275,3
