dataset,stage,split,keep_rate_pct,confidence_pct,confidence_lower_95_pct,confidence_upper_95_pct,trades,wins,losses,win_rate_pct,avg_pnl_points,profit_factor
momentum,0,in_sample_all,100.0,69.32981530343008,68.40140735848496,70.25822324837519,9475,6569,2906,69.32981530343008,0.07867514523089655,1.0432211421193947
momentum,1,in_sample_all,20.66490765171504,94.62446647029272,93.6259837689935,95.62294917159193,1958,1853,105,94.63738508682329,2.4768227410630796,42.25032293539053
mean_reversion,0,in_sample_all,100.0,70.49203440011279,69.43077994124133,71.55328885898426,7093,5000,2093,70.49203440011279,0.12728200855351376,1.0527277973831581
mean_reversion,1,in_sample_all,30.410263640208658,96.60356442743286,95.83948586292715,97.36764299193857,2157,2084,73,96.6156699119147,4.185282500002374,198.30638150992257
mean_reversion,2,in_sample_all,18.24333850274919,99.8999938489576,99.72790621727799,100.0,1294,1293,1,99.9227202472952,5.487569159747422,50774.98425740163
