market,symbol,phase,pip_or_tick_size,round_trip_cost_units,signal_atr_mult,recent_signal_lookback,abs_close_ema200_atr_max,trade_rsi_min,trade_rsi_max,trades,wins,losses,win_rate_pct,profit_factor,avg_pips
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,1.0,-0.1,0.25,51,37,14,72.54901960784314,1.139396297446853,0.8886568627451538
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,1.0,-0.1,0.25,51,37,14,72.54901960784314,1.139396297446853,0.8886568627451538
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,1.0,-0.1,0.25,50,36,14,72.0,1.1348273136343732,0.876720000000054
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,1.5,-0.1,0.25,62,44,18,70.96774193548387,1.1321693684538705,0.8424629032258226
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,1.5,-0.1,0.1,100,80,20,80.0,1.1259908175082,0.9419579999999433
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,1.0,-0.1,0.25,48,34,14,70.83333333333334,1.115842732224649,0.784658333333402
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,1.0,,,77,57,20,74.02597402597402,1.1135887298734808,0.8314519480519861
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,1.0,,,77,57,20,74.02597402597402,1.1135887298734808,0.8314519480519861
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,2.0,-0.1,0.1,85,66,19,77.64705882352942,1.1129104732703734,0.8895282352940849
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,1.5,-0.1,0.1,96,76,20,79.16666666666666,1.111403854420875,0.8676041666666053
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,1.0,,,76,56,20,73.68421052631578,1.1109531267160084,0.8228460526316163
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.0,-0.2,0.4,82,60,22,73.17073170731707,1.1076468489659939,0.7973939024389529
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,1.0,,,74,54,20,72.97297297297297,1.1000019338993279,0.7616743243243715
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,,-0.05,0.15,153,116,37,75.81699346405229,1.0982194726594305,0.8366228758169578
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,,-0.1,0.1,156,116,40,74.35897435897436,1.097337312223003,0.8830673076923065
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,2.0,-0.05,0.15,56,40,16,71.42857142857143,1.0807811884016199,0.6110678571428348
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,2.0,-0.2,0.4,136,97,39,71.32352941176471,1.0746682581506963,0.5226227941176196
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,,-0.05,0.15,138,103,35,74.63768115942028,1.0678321764693304,0.6128724637680892
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,2.0,0.0,0.15,60,42,18,70.0,1.0640891361312528,0.4442383333333106
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,2.0,0.0,0.15,59,41,18,69.49152542372882,1.053625176787746,0.37800677966099067
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,,-0.05,0.15,158,121,37,76.58227848101265,1.0493682080204065,0.4072056962024972
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,3.0,-0.2,0.4,148,100,48,67.56756756756756,1.0438999560346451,0.31432905405403416
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,3.0,-0.2,0.4,148,100,48,67.56756756756756,1.0438999560346451,0.31432905405403416
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,0.75,-0.2,0.4,50,38,12,76.0,1.043154162931112,0.3480120000000327
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,0.75,-0.2,0.4,50,38,12,76.0,1.043154162931112,0.3480120000000327
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,0.75,-0.2,0.4,50,38,12,76.0,1.043154162931112,0.3480120000000327
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,3.0,-0.2,0.4,147,99,48,67.3469387755102,1.0424981416877095,0.30636190476188374
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,1.5,-0.1,0.1,80,62,18,77.5,1.040201027706978,0.33399249999995034
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,0.75,-0.2,0.4,48,36,12,75.0,1.0278463715172559,0.23392083333337924
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,,-0.1,0.25,220,162,58,73.63636363636363,1.0269778343847589,0.24394227272725322
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,2.0,0.0,0.15,56,39,17,69.64285714285714,1.0256235394717121,0.19028214285711412
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,3.0,-0.05,0.15,60,41,19,68.33333333333333,1.024553906216089,0.20272666666663533
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,3.0,-0.05,0.15,60,41,19,68.33333333333333,1.024553906216089,0.20272666666663533
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,3.0,-0.2,0.4,145,97,48,66.89655172413794,1.0236900522225358,0.17532896551722765
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,3.0,-0.05,0.15,59,40,19,67.79661016949152,1.0215552193401634,0.18098474576267778
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,3.0,-0.05,0.15,143,111,32,77.62237762237763,1.0129360945309482,0.10213426573421543
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,3.0,-0.05,0.15,57,38,19,66.66666666666666,1.009095377621577,0.07904736842102753
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,2.0,-0.2,0.4,148,104,44,70.27027027027027,1.008326532334894,0.05971959459457565
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,0.75,-0.1,0.1,65,57,8,87.6923076923077,1.0067782028547523,0.05267846153840586
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,2.0,-0.1,0.25,102,74,28,72.54901960784314,1.0048696881529866,0.036565686274489806
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,2.0,-0.2,0.4,147,103,44,70.06802721088435,1.0042267149373452,0.03052108843535353
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,2.0,,,147,104,43,70.74829931972789,0.9994599786564233,-0.004112244897985586
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.0,-0.05,0.15,47,33,14,70.2127659574468,0.9989083400469485,-0.007706382978745053
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,3.0,-0.1,0.25,196,148,48,75.51020408163265,0.9985507163531228,-0.011641836734714344
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,,-0.1,0.25,206,147,59,71.35922330097088,0.992899164776676,-0.06764563106797657
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,3.0,-0.1,0.25,189,142,47,75.13227513227513,0.9904852084750491,-0.07854285714287992
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,,0.0,0.15,115,91,24,79.13043478260869,0.9894214894735148,-0.09105391304349807
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,,-0.2,0.4,294,207,87,70.40816326530613,0.9893185783123819,-0.1076316326530777
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,3.0,-0.05,0.15,137,105,32,76.64233576642336,0.9891673981224476,-0.08927226277377698
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,,-0.1,0.25,226,167,59,73.89380530973452,0.9878866047815503,-0.1073902654867446
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,2.0,-0.2,0.4,144,100,44,69.44444444444444,0.9875649510556628,-0.09166458333335509
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.0,-0.05,0.15,46,32,14,69.56521739130434,0.9857918437750782,-0.10248043478263484
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,0.75,-0.1,0.1,61,53,8,86.88524590163934,0.9851895446107066,-0.1226508196721942
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.0,-0.2,0.4,93,66,27,70.96774193548387,0.9826464171864301,-0.1335182795699423
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,1.0,-0.05,0.15,44,31,13,70.45454545454545,0.9814163450678302,-0.14011818181821845
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,3.0,,,173,115,58,66.47398843930635,0.9774217386866079,-0.16556763005782552
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,3.0,,,173,115,58,66.47398843930635,0.9774217386866079,-0.16556763005782552
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.0,-0.2,0.4,92,65,27,70.65217391304348,0.9765644456432199,-0.1822728260870089
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,,0.0,0.15,80,53,27,66.25,0.9763833542174081,-0.2258862499999868
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,3.0,,,172,114,58,66.27906976744185,0.976250779883784,-0.17516686046513896
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,24,3.0,-0.1,0.1,76,56,20,73.68421052631578,0.974496132447463,-0.26611973684202317
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,,-0.2,0.4,299,212,87,70.90301003344482,0.9722391428750062,-0.27380735785955
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,,-0.2,0.4,280,192,88,68.57142857142857,0.9703656786343503,-0.30884607142858583
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,1.0,-0.2,0.4,89,63,26,70.78651685393258,0.9661495784944465,-0.27213707865174797
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,,0.0,0.15,110,86,24,78.18181818181819,0.9653417194706512,-0.31187909090911675
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.5,-0.2,0.4,114,82,32,71.9298245614035,0.9641694708877507,-0.28394122807022915
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,2.0,-0.1,0.1,36,28,8,77.77777777777779,0.9617418674554769,-0.3509361111110327
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,3.0,,,170,112,58,65.88235294117646,0.9612020854584942,-0.2925952941176638
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.0,,,88,64,24,72.72727272727273,0.9575467062474862,-0.3612943181818793
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.5,0.0,0.15,52,36,16,69.23076923076923,0.9555194862531752,-0.32453076923077906
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,2.0,-0.05,0.15,67,47,20,70.1492537313433,0.9533089595274138,-0.36886716417912446
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,2.0,,,158,111,47,70.25316455696202,0.9508005959136583,-0.38191392405064956
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,2.0,,,157,110,47,70.06369426751591,0.9472523299076103,-0.4120656050955594
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,2.0,-0.05,0.15,66,46,20,69.6969696969697,0.9450871452985872,-0.4403939393939625
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.5,0.0,0.15,51,35,16,68.62745098039215,0.9440487979354377,-0.41622549019609206
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,24,2.0,-0.1,0.1,56,43,13,76.78571428571429,0.9420672040175841,-0.5365821428571144
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.0,-0.1,0.25,68,49,19,72.05882352941177,0.9404274823490884,-0.46292647058827696
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,2.0,-0.1,0.25,116,82,34,70.6896551724138,0.9393165765000597,-0.4580172413793255
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,3.0,-0.05,0.15,120,91,29,75.83333333333333,0.9379127536052495,-0.5410258333333734
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,2.0,-0.1,0.25,115,81,34,70.43478260869566,0.9343459724961185,-0.4998426086956692
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,2.0,,,154,107,47,69.48051948051948,0.9328323216537032,-0.5349389610389805
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,,0.0,0.15,70,48,22,68.57142857142857,0.929347508360203,-0.840788571428614
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,,0.0,0.15,70,48,22,68.57142857142857,0.929347508360203,-0.840788571428614
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,,0.0,0.15,69,47,22,68.11594202898551,0.9275642457711554,-0.8745028985507701
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.0,0.0,0.15,43,30,13,69.76744186046511,0.9253303629981323,-0.5735465116279149
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,2.0,-0.1,0.25,170,130,40,76.47058823529412,0.9247239242849763,-0.5937752941177026
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,2.0,-0.05,0.15,63,44,19,69.84126984126983,0.923078841513987,-0.6462317460317711
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,,0.0,0.15,67,45,22,67.16417910447761,0.9201546126478728,-0.9927328358209343
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.5,,,122,88,34,72.1311475409836,0.9200402832845462,-0.6848352459016904
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,,,,345,237,108,68.69565217391305,0.9187590134174752,-0.9344971014492868
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,6,,,,331,221,110,66.76737160120845,0.9163234256595956,-0.9049703927492468
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,,,,290,191,99,65.86206896551724,0.9147215615863862,-0.9180889655172333
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,2.0,-0.1,0.25,111,78,33,70.27027027027027,0.914187206522494,-0.6768333333333544
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.5,-0.05,0.15,47,33,14,70.2127659574468,0.9139518260834951,-0.7087255319149138
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,,,,294,194,100,65.98639455782312,0.9136085310385672,-0.917709863945573
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,1.5,0.0,0.15,48,33,15,68.75,0.9133429653781483,-0.6848770833333493
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,,,,293,193,100,65.8703071672355,0.9122150629231597,-0.9356948805460705
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.0,0.0,0.15,42,29,13,69.04761904761905,0.912154294340517,-0.6908190476190602
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,10,,,,328,218,110,66.46341463414635,0.9080194288042519,-1.006799085365854
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,1.0,0.0,0.15,40,28,12,70.0,0.9077512507047587,-0.7616375000000218
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.5,-0.2,0.4,127,89,38,70.07874015748031,0.9065698399508277,-0.7452535433071247
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,3.0,0.0,0.15,105,83,22,79.04761904761905,0.9064046494632023,-0.8211038095238518
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,,0.0,0.15,103,80,23,77.66990291262135,0.9055089057135539,-0.9077563106796219
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,2.0,-0.1,0.25,164,124,40,75.60975609756098,0.9047116882256795,-0.7791298780488388
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,,,,350,242,108,69.14285714285714,0.9037102551049484,-1.0905760000000109
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.5,-0.2,0.4,126,88,38,69.84126984126983,0.9022738997273665,-0.7857071428571827
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,,,,281,184,97,65.48042704626334,0.8993653609661902,-1.0972302491103056
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,0.75,,,58,44,14,75.86206896551724,0.8976282100472328,-0.9614465517240924
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,0.75,,,58,44,14,75.86206896551724,0.8976282100472328,-0.9614465517240924
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,0.75,,,58,44,14,75.86206896551724,0.8976282100472328,-0.9614465517240924
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,,-0.2,0.4,246,163,83,66.26016260162602,0.894097095943722,-1.17662276422765
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,24,1.5,-0.1,0.1,53,41,12,77.35849056603774,0.8934383895975773,-1.032803773584899
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,,-0.2,0.4,236,158,78,66.94915254237289,0.8930521658288516,-1.206913559322034
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,16,,,,323,213,110,65.94427244582043,0.8913869577954859,-1.210936222910208
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,1.0,-0.1,0.1,75,62,13,82.66666666666667,0.8893525802057876,-0.9569666666667211
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,3.0,-0.1,0.25,173,125,48,72.25433526011561,0.8879416791728775,-0.9999959537572434
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,1.5,-0.1,0.25,162,124,38,76.5432098765432,0.8863145537465914,-0.9248901234568497
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,0.75,,,56,42,14,75.0,0.8862968713800227,-1.106005357142799
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,,-0.2,0.4,248,165,83,66.53225806451613,0.8858918923289666,-1.2575592741935602
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,,,,326,219,107,67.17791411042946,0.8854316520179405,-1.3743368098159574
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,1.5,-0.2,0.4,122,85,37,69.67213114754098,0.88485030184844,-0.956112295082012
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,24,,,,300,195,105,65.0,0.8847384367229009,-1.3326323333333197
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,,-0.2,0.4,247,164,83,66.39676113360325,0.8842996276349292,-1.2802696356275427
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,,0.0,0.15,88,58,30,65.9090909090909,0.8828589494059379,-1.1572693181818074
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.5,-0.1,0.25,90,64,26,71.11111111111111,0.8815259279509262,-0.9601666666666872
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,,0.0,0.15,85,56,29,65.88235294117646,0.8806550653292743,-1.2206070588235147
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,3.0,0.0,0.15,100,78,22,78.0,0.8805290049739632,-1.1005140000000508
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,3.0,-0.2,0.4,236,170,66,72.03389830508475,0.8801002286468962,-1.0647750000000231
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,3.0,-0.1,0.25,94,64,30,68.08510638297872,0.8788378464260233,-1.0505957446808767
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,,0.0,0.15,87,57,30,65.51724137931035,0.8778531791799815,-1.2205931034482664
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.5,,,135,95,40,70.37037037037037,0.8736903392656044,-1.080205925925963
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,3.0,-0.1,0.25,98,67,31,68.36734693877551,0.8729470714082169,-1.0752122448979882
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,3.0,-0.1,0.25,98,67,31,68.36734693877551,0.8729470714082169,-1.0752122448979882
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,1.0,-0.1,0.1,71,58,13,81.69014084507043,0.8725397531370401,-1.16448309859161
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.0,,,99,70,29,70.70707070707071,0.8721211554781064,-1.1070444444444867
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,1.5,-0.1,0.1,33,26,7,78.78787878787878,0.8712529112478479,-1.2161606060605585
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,3.0,-0.1,0.25,97,66,31,68.04123711340206,0.8711559003682029,-1.101611340206216
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,24,,-0.2,0.4,249,164,85,65.86345381526104,0.8703264995821784,-1.5332112449799251
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.5,,,134,94,40,70.1492537313433,0.8699209138710636,-1.1207440298507854
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,0.75,-0.1,0.25,39,29,10,74.35897435897436,0.8681256418539737,-1.0760230769230437
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,0.75,-0.1,0.25,39,29,10,74.35897435897436,0.8681256418539737,-1.0760230769230437
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,0.75,-0.1,0.25,39,29,10,74.35897435897436,0.8681256418539737,-1.0760230769230437
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.0,,,98,69,29,70.40816326530613,0.8670433348046702,-1.162747959183718
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,1.5,-0.1,0.25,156,118,38,75.64102564102564,0.8659530707480557,-1.13248525641032
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,6,1.0,,,124,94,30,75.80645161290323,0.8645409658407859,-1.1296967741935962
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,,-0.2,0.4,202,133,69,65.84158415841584,0.8640055921164176,-1.5087381188118953
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,,-0.2,0.4,202,133,69,65.84158415841584,0.8640055921164176,-1.5087381188118953
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,,-0.2,0.4,201,132,69,65.67164179104478,0.8633427219488324,-1.5236348258706618
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,2.0,-0.05,0.15,126,99,27,78.57142857142857,0.8624516527454392,-1.13698730158738
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,3.0,-0.2,0.4,230,164,66,71.30434782608695,0.8617694618285989,-1.2676630434782834
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,2.0,,,195,145,50,74.35897435897436,0.8614828256964742,-1.1212441025641542
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,1.0,,,95,67,28,70.52631578947368,0.8583436648380092,-1.2778989473684743
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,24,,-0.1,0.1,112,76,36,67.85714285714286,0.8551039165762517,-1.9168080357142436
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,3.0,0.0,0.15,54,36,18,66.66666666666666,0.855071460186752,-1.3255148148148637
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,3.0,0.0,0.15,54,36,18,66.66666666666666,0.855071460186752,-1.3255148148148637
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,16,1.5,,,130,91,39,70.0,0.854631869592475,-1.2909715384615812
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,6,1.0,-0.2,0.4,123,93,30,75.60975609756098,0.8524536202421484,-1.2405065040650813
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,3.0,0.0,0.15,53,35,18,66.0377358490566,0.8520636652294803,-1.378552830188732
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,0.75,-0.1,0.25,37,27,10,72.97297297297297,0.8487289248781084,-1.3010081081080578
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,,-0.2,0.4,198,129,69,65.15151515151516,0.8453464147674716,-1.760904545454557
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,10,1.0,,,121,91,30,75.20661157024794,0.8449431604948293,-1.3251991735537658
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,2.0,,,189,139,50,73.54497354497354,0.8444816665855684,-1.2988259259259798
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,6,,,,249,160,89,64.2570281124498,0.8425708601273242,-1.6699469879518045
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,10,,,,249,160,89,64.2570281124498,0.8425708601273242,-1.6699469879518045
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,16,,,,248,159,89,64.11290322580645,0.8420084466142559,-1.682670564516127
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,2.0,-0.2,0.4,193,143,50,74.09326424870466,0.8405763193692594,-1.3038471502591193
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,6,2.0,,,186,135,51,72.58064516129032,0.8397695969727326,-1.3790258064516518
forex,NZDUSD,mean_reversion,0.0001,1.0,3.0,24,3.0,0.0,0.15,51,33,18,64.70588235294117,0.8395659785285315,-1.553641176470631
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,6,,0.0,0.15,119,87,32,73.10924369747899,0.8384633508904134,-1.8499504201680597
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,2.0,-0.05,0.15,120,93,27,77.5,0.8366861329454838,-1.4174658333334165
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,16,,0.0,0.15,117,85,32,72.64957264957265,0.8360896560868536,-1.9092222222222008
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,24,,0.0,0.15,110,78,32,70.9090909090909,0.8359322836354995,-2.0048736363636395
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,1.0,-0.05,0.15,100,82,18,82.0,0.835317623997751,-1.4053770000000616
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,24,3.0,0.0,0.15,61,40,21,65.57377049180327,0.8352131390232516,-1.48682295081971
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,10,1.0,-0.2,0.4,120,90,30,75.0,0.8328558148961919,-1.4404083333333735
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,1.5,,,181,136,45,75.13812154696133,0.8325468909319013,-1.4200674033149796
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,6,1.5,-0.05,0.15,121,95,26,78.51239669421489,0.8313185845298987,-1.4268595041323033
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.5,-0.1,0.25,104,72,32,69.23076923076923,0.8292369381031308,-1.3776413461538606
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,6,1.0,-0.1,0.25,79,55,24,69.62025316455697,0.8283181803400196,-1.3833227848101486
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,24,,,,284,183,101,64.43661971830986,0.8273496414866195,-2.191792957746479
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,10,2.0,,,183,132,51,72.1311475409836,0.8271093369285041,-1.512379781420803
forex,NZDUSD,mean_reversion,0.0001,1.0,2.5,10,1.5,-0.1,0.25,103,71,32,68.93203883495146,0.8240500923510963,-1.4332679611650654
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,10,,0.0,0.15,116,84,32,72.41379310344827,0.8235921151565953,-2.0725068965517144
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,10,2.0,-0.2,0.4,187,137,50,73.2620320855615,0.8235751602583533,-1.4891871657754558
forex,NZDUSD,mean_reversion,0.0001,1.0,2.0,6,2.0,-0.1,0.1,71,58,13,81.69014084507043,0.8233200001338896,-1.8585802816901462
forex,NZDUSD,mean_reversion,0.0001,1.0,1.5,16,0.75,-0.1,0.1,52,44,8,84.61538461538461,0.8220253090386157,-1.7289673076923537
