dataset,stage,feature,operator,lower,upper,value,label,rule,before_trades,after_trades,before_win_rate_pct,after_win_rate_pct,posterior_mean_pct,posterior_lower_95_pct,posterior_upper_95_pct,avg_pnl_points,profit_factor
momentum,1,bars_held,<=,,7.0,,bottom 20%,bars_held <= 7 (bottom 20%),9475,1958,69.32981530343008,94.63738508682329,94.62446647029272,93.6259837689935,95.62294917159193,2.4768227410630796,42.25032293539053
mean_reversion,1,bars_held,between,20.0,93.0,,30-60%,20 <= bars_held <= 93 (30-60%),7093,2157,70.49203440011279,96.6156699119147,96.60356442743286,95.83948586292715,97.36764299193857,4.185282500002374,198.30638150992257
mean_reversion,2,trade_close_ema200,<=,,-1.226814834619406,,bottom 60%,trade_close_ema200 <= -1.22681 (bottom 60%),2157,1294,96.6156699119147,99.9227202472952,99.92016654047252,99.76639618442111,100.0,5.487569159747422,50774.98425740163
