variant,period,trades,wins,losses,win_rate_pct,profit_factor_r,total_r,avg_r,max_drawdown_r,trades_per_week
balanced_plus_gc,full_2y,568,416,152,73.23943661971832,1.8637212392933857,90.4529694259175,0.1592481856090097,8.56540958495863,5.443701242209451
balanced_plus_gc,train,403,302,101,74.93796526054591,2.092274780712009,69.78179239788267,0.17315581240169398,3.815791718336847,5.165976765923355
balanced_plus_gc,final_6m_holdout,165,114,51,69.0909090909091,1.5061743053224441,20.671177028034847,0.12527986077596878,8.56540958495865,6.328767123287671
