phase,stage,rule,trades,win_rate_pct,profit_factor_atr,avg_pnl_atr
momentum,1,bars_held <= 7,1958,94.63738508682329,42.25032293539053,2.4768227410630796
mean_reversion,1,20 <= bars_held <= 93,2157,96.6156699119147,198.3063815099226,4.185282500002374
mean_reversion,2,trade_rsi_proxy <= 0.0593598,1079,99.81464318813717,11195.748204014651,4.778106312020821
