market,symbol,phase,pip_or_tick_size,unit_size_pips_or_ticks,trades,wins,losses,win_rate_pct,profit_factor,avg_pips
gold_spot,XAUUSD,mean_reversion,0.01,377,53,35,18,66.0377358490566,1.847553787208958,108.51886792452808
gold_spot,XAUUSD,mean_reversion,0.01,566,53,35,18,66.0377358490566,1.7263447192775807,139.62264150943386
gold_spot,XAUUSD,mean_reversion,0.01,755,53,36,17,67.9245283018868,1.8083365796649786,195.75471698113208
gold_spot,XAUUSD,momentum,0.01,5,93,1,92,1.0752688172043012,0.010869565217391304,-4.89247311827957
gold_spot,XAUUSD,momentum,0.01,10,93,4,89,4.301075268817205,0.0449438202247191,-9.13978494623656
gold_spot,XAUUSD,momentum,0.01,20,93,6,87,6.451612903225806,0.06896551724137931,-17.419354838709676
gold_spot,XAUUSD,momentum,0.01,50,93,20,73,21.50537634408602,0.273972602739726,-28.49462365591398
gold_spot,XAUUSD,momentum,0.01,54,93,22,71,23.655913978494624,0.30985915492957744,-28.451612903225808
gold_spot,XAUUSD,momentum,0.01,89,93,28,65,30.107526881720432,0.4307692307692308,-35.40860215053763
gold_spot,XAUUSD,momentum,0.01,100,93,28,65,30.107526881720432,0.4307692307692308,-39.784946236559136
gold_spot,XAUUSD,momentum,0.01,178,93,35,58,37.634408602150536,0.603448275862069,-44.02150537634409
gold_spot,XAUUSD,momentum,0.01,200,93,35,58,37.634408602150536,0.603448275862069,-49.46236559139785
gold_spot,XAUUSD,momentum,0.01,268,93,35,58,37.634408602150536,0.603448275862069,-66.27956989247312
gold_spot,XAUUSD,momentum,0.01,357,93,41,52,44.086021505376344,0.7884615384615384,-42.225806451612904
gold_spot,XAUUSD,momentum,0.01,535,93,40,53,43.01075268817204,0.739904778698643,-79.30107526881697
gold_spot,XAUUSD,momentum,0.01,713,93,46,47,49.46236559139785,0.8862910686043407,-40.97311827956923
