period,trades,wins,losses,win_rate_pct,profit_factor_r,total_r,avg_r,max_drawdown_r,trades_per_day,trades_per_week,max_concurrent_positions
test_2022_to_present,164,126,38,76.82926829268293,0.852409609032726,-3.913382450395668,-0.023862088112168705,7.791512363726142,0.10600092912399765,0.7420065038679836,3
holdout_from_configured_start,164,126,38,76.82926829268293,0.852409609032726,-3.913382450395668,-0.023862088112168705,7.791512363726142,0.10600092912399765,0.7420065038679836,3
