dataset,trades,wins,losses,win_rate_pct,confidence_pct,confidence_lower_95_pct,profit_factor_atr,avg_pnl_atr,trades_per_day,trades_per_week,trades_per_month,active_days,trades_per_active_day,active_weeks,trades_per_active_week,base_trades,base_win_rate_pct
momentum,1958,1853,105,94.63738508682329,94.62446647029272,93.6259837689935,42.25032293539053,2.4768227410630796,2.6806617227609815,18.76463205932687,81.59264118653738,486,4.02880658436214,105,18.64761904761905,9475,69.32981530343008
mean_reversion,1294,1293,1,99.9227202472952,99.8999938489576,99.72790621727799,50774.98425740163,5.487569159747422,1.772552153191975,12.407865072343824,53.95205616278074,420,3.080952380952381,105,12.323809523809524,7093,70.49203440011279
