trades,wr,pf,total_r,avg_r,max_dd,tpd,tpw,lookback_days,min_prior_trades,min_prior_pf,min_prior_total_r
1889,73.26627845420857,1.2059996054947288,58.346798498225425,0.030887664636434848,16.731663306185155,2.617816465289507,18.324715257026547,180,10,1.3,-5
