phase,trades,wins,losses,win_rate_pct,profit_factor_atr,avg_pnl_atr,trades_per_day,trades_per_week,active_days,trades_per_active_day,active_weeks,trades_per_active_week
momentum,844,673,171,79.739336492891,1.371251475843216,0.647416664502654,1.1559994293051792,8.091996005136254,404,2.089108910891089,105,8.038095238095238
mean_reversion,497,407,90,81.89134808853119,1.5031991240004419,0.6959443019072872,0.6812107367218732,4.768475157053112,276,1.8007246376811594,102,4.872549019607843
