dataset,stage,feature,operator,lower,upper,value,label,rule,before_trades,after_trades,before_win_rate_pct,after_win_rate_pct,posterior_mean_pct,posterior_lower_95_pct,posterior_upper_95_pct,avg_pnl_points,profit_factor
momentum,1,bb_width_pct,<=,,0.003223249731478216,,bottom 10%,bb_width_pct <= 0.00322325 (bottom 10%),1087,109,59.337626494940196,74.31192660550458,74.17579660449945,66.03364549191429,82.31794771708462,1.7527522935779791,1.8097397643468658
mean_reversion,1,atr_regime,<=,,0.9273049402725327,,bottom 20%,atr_regime <= 0.927305 (bottom 20%),831,167,47.292418772563174,61.67664670658682,61.59102630221764,54.25792320430577,68.92412940012952,2.8870359281437126,1.6411412309922275
mean_reversion,2,gap_atr,between,0.0,0.00169951200352318,,30-80%,0 <= gap_atr <= 0.00169951 (30-80%),167,87,61.67664670658682,75.86206896551724,75.70087098530213,66.79027280750972,84.61146916309453,5.593448275862073,3.3475240599146154
naked_long_4bar,1,pos12,<=,,0.12160566706023249,,bottom 10%,pos12 <= 0.121606 (bottom 10%),69751,6976,51.98778512136026,55.174885321100916,55.17442852015498,54.007558644384915,56.34129839592505,0.24607110091742848,1.1427568127276517
naked_long_4bar,2,roll96_atr_minus_roll24_atr,>=,8.647712647508168,,,top 19%,roll96_atr_minus_roll24_atr >= 8.64771 (top 19%),6976,1396,55.174885321100916,59.957020057306586,59.953596911468225,57.38502419749432,62.522169625442125,0.6305429799426859,1.4713380775676888
naked_short_4bar,1,pos12,>=,0.9165284687672863,,,top 9%,pos12 >= 0.916528 (top 9%),69751,6976,47.93766397614371,51.132454128440365,51.13199622530832,49.95912788795263,52.304864562664,-0.09693807339449291,0.9487376968653172
naked_short_4bar,2,efficiency96,<=,,0.040850720406370646,,bottom 20%,efficiency96 <= 0.0408507 (bottom 20%),6976,1396,51.132454128440365,55.15759312320917,55.154711849769825,52.54764477360708,57.76177892593256,0.5221038681948426,1.3785267279837554
