market,symbol,phase,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,key,size_multiplier,dollars_per_unit,pnl_dollars,risk_dollars,target_dollars,session_key
futures,NQ,ict_sweep_fvg,short,15675,15682,15682,2024-08-12 08:30:00+00:00,2024-08-12 10:15:00+00:00,2024-08-12 10:15:00+00:00,18663.5,18648.5,60.0,57.0,1.0,60.0,60.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,427.5,472.5,450.0,2024-08-12
futures,YM,ict_sweep_fvg,short,15673,15683,15685,2024-08-12 08:00:00+00:00,2024-08-12 10:30:00+00:00,2024-08-12 11:00:00+00:00,39665.0,39692.0,-27.0,-30.0,-1.25,27.0,27.0,3.0,sl,2,YM:ict_sweep_fvg,35.0,0.5,-525.0,525.0,472.5,2024-08-12
futures,RTY,ict_sweep_fvg,short,15671,15689,15689,2024-08-12 07:45:00+00:00,2024-08-12 12:15:00+00:00,2024-08-12 12:15:00+00:00,2091.0,2088.1,29.00000000000091,26.00000000000091,1.0,29.00000000000091,29.00000000000091,3.0,tp,0,RTY:ict_sweep_fvg,40.0,0.5,520.0000000000182,640.0000000000182,580.0000000000182,2024-08-12
futures,6B,mean_reversion,short,333639,333640,334065,2024-08-12 16:15:00+00:00,2024-08-12 16:30:00+00:00,2024-08-19 07:45:00+00:00,1.2773,1.2973,-200.0,-203.0,-1.0,500.0,200.0,3.0,sl,425,6B:mean_reversion,9.0,0.625,-1141.875,1141.875,2812.5,2024-08-12
futures,NQ,ict_sweep_fvg,short,15766,15771,15771,2024-08-13 08:15:00+00:00,2024-08-13 09:30:00+00:00,2024-08-13 09:30:00+00:00,18759.5,18749.0,42.0,39.0,1.0,42.0,42.0,3.0,tp,0,NQ:ict_sweep_fvg,15.0,0.5,292.5,337.5,315.0,2024-08-13
futures,YM,ict_sweep_fvg,short,15863,15875,15875,2024-08-14 09:30:00+00:00,2024-08-14 12:30:00+00:00,2024-08-14 12:30:00+00:00,39917.0,39929.0,-12.0,-15.0,-1.6666666666666667,12.0,12.0,3.0,sl,0,YM:ict_sweep_fvg,35.0,0.5,-262.5,262.5,210.0,2024-08-14
futures,CL,momentum,short,334816,334817,334823,2024-08-14 12:30:00+00:00,2024-08-14 12:45:00+00:00,2024-08-14 14:15:00+00:00,78.6,78.15,44.99999999999886,41.99999999999886,0.0834990059642124,500.0,500.0,3.0,signal,6,CL:momentum,2.0,1.0,83.99999999999773,1006.0,1000.0,2024-08-14
futures,CL,ict_sweep_fvg,long,15916,15924,15924,2024-08-14 11:30:00+00:00,2024-08-14 13:30:00+00:00,2024-08-14 13:30:00+00:00,78.24,78.43,19.000000000001197,16.000000000001194,0.727272727272789,19.000000000001197,18.999999999999773,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,560.0000000000418,769.999999999992,665.000000000042,2024-08-14
futures,CL,momentum,short,334906,334907,334986,2024-08-15 12:00:00+00:00,2024-08-15 12:15:00+00:00,2024-08-16 09:00:00+00:00,77.88,77.33,54.99999999999972,51.99999999999972,0.1033797216699795,500.0,500.0,3.0,signal,79,CL:momentum,2.0,1.0,103.99999999999945,1006.0,1000.0,2024-08-15
futures,CL,ict_sweep_fvg,long,16171,16176,16176,2024-08-19 06:15:00+00:00,2024-08-19 07:30:00+00:00,2024-08-19 07:30:00+00:00,75.14,75.25,10.999999999999943,7.999999999999943,0.5714285714285697,10.999999999999943,10.999999999999943,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,279.999999999998,489.999999999998,384.999999999998,2024-08-19
futures,YM,ict_sweep_fvg,long,16135,16137,16137,2024-08-19 08:30:00+00:00,2024-08-19 09:00:00+00:00,2024-08-19 09:00:00+00:00,40808.0,40821.0,13.0,10.0,0.625,13.0,13.0,3.0,tp,0,YM:ict_sweep_fvg,35.0,0.5,175.0,280.0,227.5,2024-08-19
futures,CL,ict_sweep_fvg,long,16195,16202,16202,2024-08-19 12:15:00+00:00,2024-08-19 14:00:00+00:00,2024-08-19 14:00:00+00:00,75.05,75.26,21.0000000000008,18.000000000000796,0.7500000000000527,21.0000000000008,20.99999999999937,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,630.0000000000279,839.999999999978,735.000000000028,2024-08-19
futures,NQ,ict_sweep_fvg,short,16226,16230,16233,2024-08-20 08:15:00+00:00,2024-08-20 09:15:00+00:00,2024-08-20 10:00:00+00:00,19888.25,19871.75,66.0,63.0,1.0,66.0,66.0,3.0,tp,3,NQ:ict_sweep_fvg,15.0,0.5,472.5,517.5,495.0,2024-08-20
futures,CL,ict_sweep_fvg,long,16277,16284,16284,2024-08-20 09:45:00+00:00,2024-08-20 11:30:00+00:00,2024-08-20 11:30:00+00:00,73.52,73.65,13.000000000000966,10.000000000000966,0.6250000000000782,13.000000000000966,12.999999999999543,3.0,tp,0,CL:ict_sweep_fvg,35.0,1.0,350.0000000000338,559.999999999984,455.0000000000338,2024-08-20
futures,CL,momentum,short,335376,335377,335719,2024-08-22 14:30:00+00:00,2024-08-22 14:45:00+00:00,2024-08-28 08:15:00+00:00,72.72,75.13,-240.9999999999997,-243.9999999999997,-0.4850894632206752,500.0,500.0,3.0,signal,342,CL:momentum,2.0,1.0,-487.9999999999994,1006.0,1000.0,2024-08-22
futures,NQ,ict_sweep_fvg,long,16442,16444,16444,2024-08-22 16:15:00+00:00,2024-08-22 16:45:00+00:00,2024-08-22 16:45:00+00:00,19761.75,19732.25,-118.0,-121.0,-1.0,118.0,118.0,3.0,sl,0,NQ:ict_sweep_fvg,15.0,0.5,-907.5,907.5,885.0,2024-08-22
futures,YM,ict_sweep_fvg,long,16441,16444,16444,2024-08-22 16:00:00+00:00,2024-08-22 16:45:00+00:00,2024-08-22 16:45:00+00:00,40863.0,40824.0,-39.0,-42.0,-1.0,39.0,39.0,3.0,sl,0,YM:ict_sweep_fvg,35.0,0.5,-735.0,735.0,682.5,2024-08-22
futures,YM,ict_sweep_fvg,short,16532,16539,16546,2024-08-23 15:45:00+00:00,2024-08-23 17:30:00+00:00,2024-08-23 19:15:00+00:00,41168.0,41232.0,-64.0,-67.0,-1.098360655737705,64.0,64.0,3.0,sl,7,YM:ict_sweep_fvg,35.0,0.5,-1172.5,1172.5,1120.0,2024-08-23
futures,GC,ict_sweep_fvg,short,16555,16563,16563,2024-08-23 15:45:00+00:00,2024-08-23 17:45:00+00:00,2024-08-23 17:45:00+00:00,2548.7000000000003,2545.6000000000004,30.99999999999909,27.99999999999909,1.0,30.99999999999909,30.99999999999909,3.0,tp,0,GC:ict_sweep_fvg,15.0,1.0,419.99999999998636,509.99999999998636,464.99999999998636,2024-08-23
futures,GC,ict_sweep_fvg,short,16644,16647,16647,2024-08-26 15:00:00+00:00,2024-08-26 15:45:00+00:00,2024-08-26 15:45:00+00:00,2550.8,2552.6000000000004,-18.00000000000182,-21.00000000000182,-1.3999999999999515,18.00000000000182,18.00000000000182,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-315.0000000000273,315.0000000000273,270.0000000000273,2024-08-26
futures,YM,ict_sweep_fvg,short,16631,16635,16645,2024-08-26 17:30:00+00:00,2024-08-26 18:30:00+00:00,2024-08-26 22:00:00+00:00,41323.0,41283.0,40.0,37.0,1.0,40.0,40.0,3.0,tp,10,YM:ict_sweep_fvg,35.0,0.5,647.5,752.5,700.0,2024-08-26
futures,RTY,ict_sweep_fvg,short,16629,16636,16637,2024-08-26 17:15:00+00:00,2024-08-26 19:00:00+00:00,2024-08-26 19:15:00+00:00,2235.3,2231.9,34.00000000000091,31.00000000000091,1.0,34.00000000000091,34.00000000000091,3.0,tp,1,RTY:ict_sweep_fvg,40.0,0.5,620.0000000000182,740.0000000000182,680.0000000000182,2024-08-26
futures,GC,ict_sweep_fvg,long,16696,16706,16706,2024-08-27 05:00:00+00:00,2024-08-27 07:30:00+00:00,2024-08-27 07:30:00+00:00,2542.9,2544.2000000000003,13.00000000000182,10.00000000000182,0.6250000000002203,13.00000000000182,12.999999999997272,3.0,tp,0,GC:ict_sweep_fvg,15.0,1.0,150.0000000000273,239.99999999995907,195.0000000000273,2024-08-27
futures,GC,ict_sweep_fvg,long,16730,16732,16732,2024-08-27 13:30:00+00:00,2024-08-27 14:00:00+00:00,2024-08-27 14:00:00+00:00,2543.6000000000004,2546.5,28.99999999999636,25.99999999999636,0.8124999999998632,28.99999999999636,29.00000000000091,3.0,tp,0,GC:ict_sweep_fvg,15.0,1.0,389.9999999999454,480.00000000001364,434.9999999999454,2024-08-27
futures,GC,ict_sweep_fvg,long,16820,16822,16822,2024-08-28 13:00:00+00:00,2024-08-28 13:30:00+00:00,2024-08-28 13:30:00+00:00,2537.8,2534.5,-33.00000000000182,-36.00000000000182,-1.0,33.00000000000182,33.00000000000182,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-540.0000000000273,540.0000000000273,495.0000000000273,2024-08-28
futures,RTY,ict_sweep_fvg,long,16797,16805,16805,2024-08-28 13:15:00+00:00,2024-08-28 15:15:00+00:00,2024-08-28 15:15:00+00:00,2200.3,2198.5,-18.00000000000182,-21.00000000000182,-1.0,17.99999999999727,18.00000000000182,3.0,sl,0,RTY:ict_sweep_fvg,40.0,0.5,-420.0000000000364,420.0000000000364,359.99999999994543,2024-08-28
futures,GC,ict_sweep_fvg,long,16841,16850,16850,2024-08-28 18:15:00+00:00,2024-08-28 20:30:00+00:00,2024-08-28 20:30:00+00:00,2539.3,2537.8,-15.0,-18.0,-1.0,15.0,15.0,3.0,sl,0,GC:ict_sweep_fvg,15.0,1.0,-270.0,270.0,225.0,2024-08-28
