step,added,score,selected,challenge_7d_starts,challenge_7d_pass_rate_pct,challenge_7d_fail_rate_pct,challenge_7d_incomplete_rate_pct,challenge_7d_median_pass_days,challenge_7d_avg_pass_win_rate_pct,challenge_7d_p50_final_pnl,challenge_14d_starts,challenge_14d_pass_rate_pct,challenge_14d_fail_rate_pct,challenge_14d_incomplete_rate_pct,challenge_14d_median_pass_days,challenge_14d_avg_pass_win_rate_pct,challenge_14d_p50_final_pnl,challenge_30d_starts,challenge_30d_pass_rate_pct,challenge_30d_fail_rate_pct,challenge_30d_incomplete_rate_pct,challenge_30d_median_pass_days,challenge_30d_avg_pass_win_rate_pct,challenge_30d_p50_final_pnl,basket_trades,basket_wins,basket_losses,basket_win_rate_pct,basket_profit_factor,basket_total,basket_avg
1,CL / ict_sweep_fvg / ict_sweep_fvg|ny|range=15|entry=150|rr=2|sl_atr=1|tp_atr=1.5|threshold=0.9|adx_max=none|adx_min=none|rsi2=none|trend=all|max_bars=24,38.41401806318621,1,14,0.0,0.0,100.0,0.0,0.0,75.00000000001455,14,0.0,0.0,100.0,0.0,0.0,217.50000000001455,14,0.0,0.0,100.0,0.0,0.0,270.0000000000073,14,7,7,50.0,2.367834838598851,3227.5250703286697,230.5375050234764
