trades,wins,losses,win_rate_pct,profit_factor_r,total_r,avg_r,max_drawdown_r,trades_per_day,trades_per_week,max_concurrent_positions
1560,1037,523,66.47435897435898,1.080131138577946,29.144219458212845,0.01868219196039285,18.96727041857045,8.528959507944643,59.702716555612504,20
