market,symbol,phase,side,signal_index,entry_index,exit_index,signal_time,entry_time,exit_time,entry_price,exit_price,gross_units,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held
futures,CL,momentum,long,8981,8982,9016,2024-03-18 00:00:00+00:00,2024-03-18 00:15:00+00:00,2024-03-18 08:45:00+00:00,80.6,81.5,90.00000000000057,87.00000000000057,0.287128712871289,500,300,3.0,signal,34
futures,YM,mean_reversion,short,9031,9032,9048,2024-03-18 17:30:00+00:00,2024-03-18 17:45:00+00:00,2024-03-18 22:45:00+00:00,39234.0,39230.0,4.0,1.0,0.0019880715705765,500,500,3.0,signal,16
futures,YM,mean_reversion,long,9104,9105,9114,2024-03-19 12:45:00+00:00,2024-03-19 13:00:00+00:00,2024-03-19 15:15:00+00:00,39190.0,39389.0,199.0,196.0,0.3896620278330019,500,500,3.0,signal,9
futures,ZN,mean_reversion,long,9103,9104,9128,2024-03-19 12:45:00+00:00,2024-03-19 13:00:00+00:00,2024-03-19 19:00:00+00:00,110.078125,110.125,3.0,0.0,0.0,15,50,3.0,signal,24
futures,SI,momentum,short,9115,9116,9300,2024-03-19 15:15:00+00:00,2024-03-19 15:30:00+00:00,2024-03-21 15:30:00+00:00,25.145,24.835,61.999999999999744,58.999999999999744,0.1172962226640153,500,500,3.0,signal,184
futures,SI,momentum,short,9384,9385,9391,2024-03-22 13:30:00+00:00,2024-03-22 13:45:00+00:00,2024-03-22 15:15:00+00:00,25.05,24.885,32.99999999999983,29.99999999999983,0.0596421471172958,500,500,3.0,signal,6
futures,SI,momentum,short,9428,9429,9569,2024-03-25 01:30:00+00:00,2024-03-25 01:45:00+00:00,2024-03-26 13:45:00+00:00,25.04,24.735,60.99999999999994,57.99999999999994,0.1153081510934392,500,500,3.0,signal,140
futures,CL,momentum,long,9574,9575,9580,2024-03-26 10:15:00+00:00,2024-03-26 10:30:00+00:00,2024-03-26 11:45:00+00:00,81.65,82.24,58.99999999999892,55.99999999999892,0.1848184818481812,500,300,3.0,signal,5
futures,SI,momentum,short,9664,9665,9731,2024-03-27 14:30:00+00:00,2024-03-27 14:45:00+00:00,2024-03-28 08:15:00+00:00,24.72,24.555,32.99999999999983,29.99999999999983,0.0596421471172958,500,500,3.0,signal,66
futures,SI,momentum,short,9739,9740,9746,2024-03-28 10:15:00+00:00,2024-03-28 10:30:00+00:00,2024-03-28 12:00:00+00:00,24.705,24.665,7.999999999999829,4.9999999999998295,0.0099403578528823,500,500,3.0,signal,6
futures,ZN,mean_reversion,short,9765,9766,9839,2024-03-28 17:15:00+00:00,2024-03-28 17:30:00+00:00,2024-04-01 12:45:00+00:00,110.734375,110.5,15.0,12.0,0.2264150943396226,15,50,3.0,tp,73
futures,SI,momentum,long,9846,9847,9854,2024-04-01 14:00:00+00:00,2024-04-01 14:15:00+00:00,2024-04-01 16:00:00+00:00,25.025,25.14,23.0000000000004,20.0000000000004,0.0397614314115316,500,500,3.0,signal,7
futures,ES,mean_reversion,long,10055,10056,10068,2024-04-03 20:15:00+00:00,2024-04-03 20:30:00+00:00,2024-04-04 00:30:00+00:00,5270.5,5276.75,25.0,22.0,0.0437375745526839,500,500,3.0,signal,12
futures,YM,mean_reversion,short,10121,10122,10139,2024-04-04 14:00:00+00:00,2024-04-04 14:15:00+00:00,2024-04-04 18:30:00+00:00,39619.0,39229.0,390.0,387.0,0.7693836978131213,500,500,3.0,signal,17
futures,SI,momentum,long,10159,10160,10214,2024-04-05 00:15:00+00:00,2024-04-05 00:30:00+00:00,2024-04-05 14:00:00+00:00,26.735,27.09,71.00000000000009,68.00000000000009,0.1351888667992049,500,500,3.0,signal,54
futures,ES,mean_reversion,short,10252,10253,10403,2024-04-08 00:30:00+00:00,2024-04-08 00:45:00+00:00,2024-04-09 15:15:00+00:00,5249.75,5221.75,112.0,109.0,0.2166998011928429,500,500,3.0,signal,150
