time,open,high,low,close
1579831200,1561.96997,1562.5,1561.93005,1562.075439
1579832100,1562.069946,1562.14221,1561.32996,1561.59998
1579833000,1561.58557,1561.76001,1561.24841,1561.38501
1579833900,1561.37,1561.85999,1561.23999,1561.75
1579834800,1561.80005,1561.89001,1561.46997,1561.59229
1579835700,1561.59998,1561.91003,1561.12,1561.18616
1579836600,1561.18994,1562.15002,1561.17676,1562.024902
1579837500,1562.069946,1562.32996,1561.76001,1561.77771
1579838400,1561.82996,1562.34998,1561.48999,1561.52771
1579839300,1561.53003,1561.78003,1561.25793,1561.25793
1579840200,1561.26001,1561.27698,1559.43005,1559.56995
1579841100,1559.57996,1560.075073,1559.48999,1559.76343
1579842000,1559.76001,1560.78003,1559.70972,1560.78003
1579842900,1560.80005,1561.030029,1560.51001,1560.81958
1579843800,1560.84998,1561.12,1560.52002,1560.995
1579844700,1561.0072021,1561.23999,1560.48999,1560.59998
1579845600,1560.67004,1561.33264,1560.255,1561.29004
1579846500,1561.28003,1561.43042,1560.60999,1561.38
1579847400,1561.34998,1561.48999,1561.099976,1561.17407
1579848300,1561.15002,1561.16003,1560.53003,1560.83496
1579849200,1560.81995,1561.5,1560.67761,1560.8457
1579850100,1560.80005,1561.079956,1560.40002,1560.68835
1579851000,1560.60999,1560.69885,1559.61841,1559.66504
1579851900,1559.60999,1560.41003,1559.44849,1559.63501
1579852800,1559.69995,1560.050049,1558.75,1559.32495
1579853700,1559.34998,1560.069946,1559.030029,1559.92078
1579854600,1558.87,1559.94995,1557.70996,1558.18005
1579855500,1558.12,1558.67004,1557.65002,1558.53003
1579856400,1558.64001,1559.39001,1558.33997,1559.34998
1579857300,1559.34998,1559.57996,1558.95996,1559.47998
1579858200,1559.060059,1560.29004,1558.80005,1560.23352
1579859100,1560.25,1561.48999,1560.12,1561.297
1579860000,1561.37,1563.02002,1561.37,1562.48828
1579860900,1562.47998,1562.57996,1561.23999,1561.57544
1579861800,1561.56995,1561.80005,1561.089966,1561.48889
1579862700,1561.43005,1561.59998,1560.69495,1560.69495
1579863600,1560.75,1560.76001,1558.69995,1559.26001
1579864500,1559.23999,1559.5448,1558.81006,1559.015869
1579865400,1559.01001,1559.33997,1558.68994,1559.066772
1579866300,1559.060059,1559.56995,1558.83997,1559.26001
1579867200,1559.16003,1560.37,1558.79004,1560.01001
1579868100,1559.94995,1560.025513,1558.63,1559.089966
1579869000,1559.13,1559.23999,1558.39001,1558.56006
1579869900,1558.56995,1558.91003,1557.56006,1558.17004
1579870800,1558.27002,1558.60999,1557.15002,1557.38
1579871700,1557.34998,1559.050049,1556.67004,1558.51416
1579872600,1558.52002,1561.38,1558.52002,1560.82996
1579873500,1561.02002,1562.39001,1560.68994,1561.46765
1579874400,1561.54004,1562.55005,1560.39502,1561.30005
1579875300,1561.21997,1561.41003,1559.81995,1560.19922
1579876200,1560.54004,1563.16003,1560.19995,1562.19495
1579877100,1563.34998,1566.35999,1562.15002,1564.31006
1579878000,1564.52002,1568.98999,1564.16003,1567.97791
1579878900,1568.01001,1575.12,1567.23999,1574.44495
1579879800,1575.099976,1575.26001,1571.31006,1572.85315
1579880700,1572.89001,1573.81006,1570.20996,1570.34998
1579881600,1570.030029,1571.40002,1568.95996,1571.20239
1579882500,1571.47998,1573.17004,1570.88,1572.69751
1579883400,1572.33997,1573.82996,1571.55005,1572.84998
1579884300,1572.76001,1573.089966,1571.73999,1572.57996
1579885200,1572.73999,1574.43994,1572.62219,1574.094971
1579886100,1574.050049,1575.81995,1572.96997,1573.755
1579887000,1573.62,1573.93005,1570.88,1571.10498
1579887900,1571.42004,1572.28125,1570.63,1571.75269
1579888800,1571.76001,1573.17505,1571.62463,1572.81506
1579889700,1572.82996,1574.030029,1572.19629,1572.51477
1579890600,1572.51001,1574.34998,1572.26001,1573.92065
1579891500,1574.02002,1574.62,1572.46997,1572.81775
1579892400,1572.98999,1573.83997,1572.30005,1573.81494
1579893300,1573.83997,1575.82996,1573.67004,1574.30847
1579894200,1574.31006,1574.31006,1573.12,1574.052856
1579895100,1574.02002,1574.31995,1570.92004,1571.13
1579896000,1570.92004,1572.64001,1569.66003,1572.56995
1579896900,1572.43994,1572.59998,1570.23999,1571.21997
1579897800,1571.18994,1572.57996,1571.089966,1572.074951
1579898700,1572.050049,1572.56006,1570.83997,1571.89502
1579899600,1571.77002,1571.95996,1570.60999,1571.17371
1579900500,1571.21997,1571.64001,1570.81995,1570.91577
1579901400,1570.89001,1571.1239,1570.31995,1570.71484
1579902300,1570.69995,1571.55005,1570.48401,1571.44995
1580079600,1581.34998,1588.62,1579.55005,1584.94995
1580080500,1585.069946,1587.31006,1584.079956,1585.69434
1580081400,1585.62,1586.5,1581.81995,1583.96497
1580082300,1584.21997,1584.87,1581.90002,1582.014893
1580083200,1582.81006,1583.01001,1578.84998,1579.93616
1580084100,1579.63,1580.015015,1577.40002,1577.84082
1580085000,1577.88,1579.81995,1577.85999,1578.69666
1580085900,1578.93005,1579.12,1577.68005,1578.034546
1580086800,1578.14001,1580.53003,1577.59998,1580.495
1580087700,1580.47998,1581.51001,1579.42004,1579.89502
1580088600,1579.84998,1581.875,1579.80005,1581.61267
1580089500,1581.60999,1581.80554,1580.68994,1581.13892
